client,worker,netrecv_mean,netrecv_std
6,8,4061771.38576779,71124.5017427945
6,16,4037403.7602996253,77815.14955789753
6,32,3963069.127340824,34967.0538890122
6,64,3957194.8689138577,56276.112921991546
24,8,4326226.411985018,29109.60278878643
24,16,4304236.1385767795,50167.85486721085
24,32,4345936.509363296,26423.417834903048
24,64,4343025.000000001,12033.981718600691
48,8,4268491.674157304,4845.65247324985
48,16,4299012.247191011,32891.431945671924
48,32,4287952.588014981,27374.84298100359
48,64,4277861.056179776,3607.084274045118
96,8,4248941.277153558,31269.15961366252
96,16,4278466.209737827,22103.504363639066
96,32,4334032.247191011,26875.948194697386
96,64,4432121.269662921,15218.813102191845
144,8,4308599.434456929,9358.777814273866
144,16,4277779.943820224,167226.99555425954
144,32,4343430.853932585,35883.40828904997
144,64,4402812.43445693,53966.11931610355
192,8,4346448.943820224,18531.381452297992
192,16,4299663.213483146,16216.85253854858
192,32,4310402.198501873,22419.14737430524
192,64,4354286.191011236,44438.98776531928
