client,worker,netrecv_mean,netrecv_std
6,8,411099.32958801504,6022.938017713414
6,16,410258.60299625463,3312.2229672714425
6,32,406352.58801498124,4131.744568725428
6,64,403094.202247191,3228.256251450687
24,8,443662.11610486894,352.30086890178455
24,16,443724.0861423221,357.8953114185463
24,32,444083.65168539324,299.67352615527136
24,64,444060.6779026217,645.5933717864041
48,8,443488.6704119851,294.2539769746434
48,16,443967.0411985019,150.18450024072723
48,32,444494.52808988764,100.47650306943375
48,64,445146.42322097375,290.3962368177056
96,8,443709.61423220974,134.28933751244526
96,16,443926.8314606741,82.90719863442094
96,32,447688.60299625463,2269.976077449345
96,64,451185.62172284647,280.63240234407954
144,8,448453.4831460674,393.8474222711487
144,16,439799.34831460676,13255.853239484912
144,32,458767.1460674158,6916.261128277991
144,64,465271.40823970037,66.91141225436338
192,8,463227.28089887643,119.24682664233467
192,16,464261.94756554306,1000.1687135098695
192,32,484273.09363295883,13094.92798261157
192,64,495228.7715355805,337.5353528262679
