client,worker,cpu_mean,cpu_std
6,8,11.080985018726592,0.1996415793401602
6,16,10.66569288389513,0.31967773565895574
6,32,10.794191011235954,0.1603268260726326
6,64,13.001202247191012,0.1584530573250897
24,8,21.413816479400747,1.7981965034242686
24,16,22.055850187265918,1.8486815159504504
24,32,22.710138576779027,0.7633647742116484
24,64,24.54005243445693,0.26164673053693954
48,8,22.129861423220973,0.8329527696107688
48,16,29.33118352059925,1.017407019087752
48,32,26.916097378277158,1.4792961979554577
48,64,25.68048689138577,1.773478042431056
96,8,23.234176029962544,0.3907769230281905
96,16,32.29177153558052,1.1778938985047058
96,32,30.544595505617977,0.6405440332926964
96,64,27.150494382022472,0.7171429830051134
144,8,22.382913857677902,0.27038977919344737
144,16,33.6875468164794,2.8235513600316273
144,32,29.44883895131086,1.96704589042031
144,64,26.665670411985023,2.4771661103469285
192,8,23.345501872659174,1.2596044379799176
192,16,35.20886891385768,3.3532281664838637
192,32,27.95906367041199,1.7815381086577102
192,64,29.401052434456926,1.6083612697467067
