client,worker,write_rt_mean,write_rt_std,read_rt_mean,read_rt_std
6,8,1.1273566354639504,0.02325959971767651,1.083395492963954,0.021508320818612675
6,16,1.163938428131596,0.032050340523333706,1.0982900503239195,0.00925191255427081
6,32,1.2202971705709464,0.006516021062876642,1.1187516263251005,0.0037691501554191933
6,64,1.2019031601786572,0.010322826034471842,1.1273376595165738,0.012260870546144028
24,8,2.3806552929494047,0.11612128578376837,6.870536600444598,0.008601972944568138
24,16,1.8964475286097835,0.0419546125759529,6.704220531437213,0.02974840406833974
24,32,1.9056437034641298,0.01611258545115328,6.737971065004339,0.039561239248723935
24,64,1.9157862616121566,0.013714330577532564,6.7248901115344895,0.03338962717023851
48,8,5.666548306273487,0.06681502562741207,14.928585372152307,0.029747819168304858
48,16,3.1497427038434456,0.06372748999525646,14.596594410509368,0.04319045668242149
48,32,2.8387138961098635,0.06665812200969419,14.211121836155804,0.02094729162572108
48,64,2.7992881733659565,0.096066412462205,14.275841060813356,0.013908126134206658
96,8,12.460952071619934,0.18044079241976158,31.12420757267741,0.014287308375378178
96,16,5.811823064138761,0.32876707451353787,30.82108265085037,0.05305363019657643
96,32,4.089786558415242,0.08381775197351353,29.907345306984414,0.3057557601243286
96,64,3.586630227252304,0.09760248089688367,29.664167667402452,0.04936322125013032
144,8,18.36084682489689,1.2863670932548799,46.53977614184498,0.0646019437458684
144,16,8.928903385727175,1.2971014311730504,47.4732378479751,1.8582121841446402
144,32,4.54448074186345,0.35923339673907906,43.71173688335355,1.2888040963834877
144,64,3.7463932350490903,0.29631050856170327,42.82459767639538,0.07119012172470078
