client,worker,write_tp_mean,write_tp_std,read_tp_mean,read_tp_std
6,8,2784.204761904762,59.100781367733575,2755.0571428571434,47.761996391689145
6,16,2742.1904761904757,60.89977975824858,2758.857142857143,33.23718309568452
6,32,2653.761904761905,6.474075284830294,2737.6619047619047,29.229810366455542
6,64,2679.0285714285715,16.704404893833846,2704.0857142857144,26.729944481289007
24,8,6281.62380952381,410.26384812625815,2955.473373574782,2.134447144606877
24,16,6244.0428571428565,410.4455738775196,2958.1778672032196,2.4313387269930127
24,32,6343.371428571428,155.2978814175814,2959.5381623071767,2.773654787275742
24,64,6443.766666666666,52.96181699070444,2960.047619047619,2.2928559066406513
48,8,6613.050368879946,176.0337801446742,2960.5145539906102,0.3135927189125322
48,16,7336.895238095237,103.56365312904475,2965.455466130114,0.844225445996957
48,32,7012.28893360161,225.92876415256453,2968.2964453386994,1.0949791278619125
48,64,6619.854393024815,378.92442887911636,2968.350503018109,1.4590997805856747
96,8,6808.190990386766,111.01831328939835,2961.3973656755347,1.109385959574299
96,16,7488.356423727552,206.04422120793893,2962.5336798569188,1.3744881417824215
96,32,7514.113333705939,30.56251645284224,3005.233894105373,27.689075119996957
96,64,6922.42092555332,205.22993432185686,3025.928925404278,1.6952345943897014
144,8,6833.97900365154,62.67815583215383,3007.535863328117,4.079571492138309
144,16,7604.887329633457,262.76146842467807,2935.693988002086,109.49098622102595
144,32,7385.23006144978,323.3264668681291,3136.589845126817,86.11233698262258
144,64,6823.458456293316,419.0034532036997,3197.9843822192415,1.6657785227604371
192,8,6784.972026604069,213.81311727272046,3195.187271778821,1.2524184512425531
192,16,7731.076557644163,285.17303964153325,3206.3887831493466,11.998343659436696
192,32,7173.629638441257,278.54071933532464,3470.6468034936347,172.55874280324372
192,64,7282.627476571139,259.7973271466225,3588.3488770460594,2.325450956682478
