client,worker,read_queueLength, read_queueLength_std,write_queueLength,write_queueLength_std
6,8,1.452720701222549,0.050648196810497405,1.2889836345989798,0.026036025486700552
6,16,1.4173114638678388,0.019133547934686693,1.2565016972371954,0.01225362457867162
6,32,1.35774948575414,0.03657031023414533,1.2581336278166082,0.009933100502646855
6,64,1.3876555826953147,0.009855081320733641,1.2317369890358068,0.016024244139961084
24,8,9.275894388901564,0.09854981607843928,7.3174177918814465,0.0415959129654428
24,16,4.06739817427356,0.01911745407687757,3.6474006660326608,0.09519480363668271
24,32,5.5000009050962895,0.1639011704817662,3.744756821466002,0.05896198448397138
24,64,5.530615326158531,0.19219402458275597,3.8229865604553432,0.05255558061103505
48,8,32.876145758538,0.1101542069953746,29.2511343670908,0.5019318998239475
48,16,19.391822427229116,0.31465999633573566,10.815629949937597,0.3054623853730172
48,32,9.601716019495468,0.13491872606639846,8.066243115760894,0.34539151895345416
48,64,13.850577168048963,0.10479379992621538,7.78377506864674,0.5950247538019472
96,8,80.92431477871878,0.1395416355051455,76.39804804399431,0.6563848075338992
96,16,67.276219731583,0.42161146716585585,29.463545123804938,2.8181744171720102
96,32,44.763945081511935,0.2679594053470341,16.07234857795811,0.4231958655722553
96,64,15.705204159364081,0.058791902856768774,12.43472268470328,0.7067397911309786
144,8,128.55477998038103,0.13731213282057766,117.00262577629162,8.01953306932378
144,16,114.70102358398044,0.25125025005162954,52.98176309193756,10.403886486748942
144,32,91.67829817846848,0.4830869791639538,19.607610266131346,2.66613801210169
144,64,56.190679154255974,0.08386326036310887,13.516255151006463,1.8391172153913447
