client,worker,cpu_mean,cpu_std
6,8,6.309103286384977,0.10355512988447105
6,16,6.455877934272301,0.06894256746059269
6,32,6.774028169014085,0.04548237060487799
6,64,7.188605633802816,0.07932429960840952
24,8,6.411154929577464,0.0984868041842474
24,16,8.253896713615026,0.1324002522581954
24,32,8.433427230046947,0.22751558011786235
24,64,8.836591549295774,0.1250949353172581
48,8,7.3793990610328635,0.07803330463373685
48,16,7.9121126760563385,0.16694718692324034
48,32,8.482408450704227,0.057882152539643315
48,64,8.65694366197183,0.044057618282852366
96,8,7.634333333333335,0.0637841014880365
96,16,8.01249295774648,0.2224451826567144
96,32,7.65675117370892,0.009700905237786066
96,64,7.879215962441315,0.08662358580116199
144,8,8.522826291079811,0.16790659621452783
144,16,8.507216102585664,0.47799993878478664
144,32,8.475037558685445,0.3161570505462587
144,64,7.604704225352113,0.1543448581940537
