client,worker,write_rt_mean,write_rt_std,read_rt_mean,read_rt_std
6,8,2.1608095238095237,0.04514247203639905,2.178777777777778,0.03916749568926896
6,16,2.1965238095238093,0.04479767230212526,2.1738095238095236,0.02457921003892436
6,32,2.2671428571428573,0.005959931718754511,2.1897301587301583,0.022472165813102657
6,64,2.245126984126984,0.013171141254847503,2.2165079365079365,0.021099638844900445
24,8,3.845269841269841,0.25194819241337657,8.11158797227811,0.006151855847797376
24,16,3.8674126984126986,0.24952824827426406,8.109112005365525,0.008843514714978193
24,32,3.7996031746031753,0.09513849818679387,8.100772412251285,0.006271577248614982
24,64,3.739507936507937,0.030477537999310016,8.099650793650794,0.008943793021446926
48,8,7.268209926224011,0.19119170909352412,16.19513793874357,0.002174513961081466
48,16,6.546507936507937,0.09700027922545387,16.17272501676727,0.001970246926198667
48,32,6.86017147328415,0.23314850898983144,16.152495640509724,0.00603816060330102
48,64,7.289589090096133,0.4122777340439406,16.150198971607423,0.007638368189788281
96,8,14.116064330427008,0.234687091680302,32.38562836897931,0.01214864091327576
96,16,12.743467657798645,0.3255225169294341,32.37886177559182,0.015328444057179341
96,32,12.788651545072904,0.05537583231222938,31.93022365675535,0.29464244242435333
96,64,13.892768388106418,0.42080149137867934,31.746936837071814,0.013830091828003946
144,8,19.931013519387932,1.314166228184904,47.849244044513995,0.06285122846417854
144,16,18.929224715997012,0.6397585712656231,nan,nan
144,32,18.035313601999047,2.5385331181149757,45.92207929760747,1.2813059227333758
144,64,19.894776647539558,1.962300785055688,45.03692072807214,0.02640135631068463
