client,worker,sharded,cpu_mean,cpu_std
12,64,1:1,9.29176525821596,0.11442058671843773
12,64,1:3,10.492666666666665,0.47862647913680206
12,64,1:6,11.013924882629105,0.3225954308203337
12,64,1:9,11.26450704225352,0.36100170668440773
