client,worker,sharded,netsend_mean,netsend_std
12,64,1:1,4585211.638497653,164965.7883070663
12,64,1:3,2654985.6103286385,46668.10292000742
12,64,1:6,1717386.2300469484,35713.57427293324
12,64,1:9,1305891.352112676,5614.700471463208
