client,worker,sharded,netsend_mean,netsend_std
12,64,1:1,16949216.01877934,11984838.443680737
12,64,1:3,20871206.690140847,109917.45310029222
12,64,1:6,18264700.57276995,185155.12240526115
12,64,1:9,17239902.65258216,359614.92675616476
