client,worker,sharded,netsend_mean,netsend_std
12,64,1:1,3399346.600938967,1914391.4318998172
12,64,1:3,7540465.943661972,17591.93830108106
12,64,1:6,8702267.295774648,73887.54479656764
12,64,1:9,9187507.474178404,140717.53461989964
