client,worker,ratio,sharded_rt_mean,sharded_rt_std,nonsharded_rt_mean,nonsharded_rt_std
12,64,1:1,1.7216666666666667,0.03208784239598588,1.7844444444444445,0.07024208579821603
12,64,1:3,1.6972222222222222,0.00684934889218773,1.6605555555555556,0.0020786985482077734
12,64,1:6,1.695,0.016499158227686116,1.6644444444444444,0.011412576991207794
12,64,1:9,1.7005555555555558,0.00549971940922883,1.6633333333333333,0.027182510717166864
