client,worker,sharded,netrecv_mean,netrecv_std
12,64,1:1,13776980.450704226,355306.9758147934
12,64,1:3,7587230.746478873,28874.610037557308
12,64,1:6,4613036.399061033,45087.3497699828
12,64,1:9,3360379.896713615,10748.053303297873
