client,worker,sharded,netsend_mean,netsend_std
12,64,1:1,3662885.530516432,1214576.0502690654
12,64,1:3,2738072.7887323946,5451.02995839821
12,64,1:6,1757652.295774648,16325.147717640284
12,64,1:9,1344307.9718309857,21141.367065094793
