client,mw,sharded,ratio,latency,weight
1,1,true,1:6,1,0
1,1,true,1:6,2,0
1,1,true,1:6,3,0
1,1,true,1:6,4,0
1,1,true,1:6,5,0
1,1,true,1:6,6,0
1,1,true,1:6,7,0
1,1,true,1:6,8,0.03
1,1,true,1:6,9,0.7900000000000003
1,1,true,1:6,10,14.059999999999999
1,1,true,1:6,11,28.26
1,1,true,1:6,12,40.31
1,1,true,1:6,13,42.120000000000005
1,1,true,1:6,14,35.73
1,1,true,1:6,15,27.779999999999994
1,1,true,1:6,16,20.190000000000005
1,1,true,1:6,17,15.140000000000015
1,1,true,1:6,18,11.559999999999988
1,1,true,1:6,19,8.969999999999999
1,1,true,1:6,20,7.200000000000017
1,1,true,1:6,21,5.589999999999989
1,1,true,1:6,22,4.539999999999992
1,1,true,1:6,23,3.8100000000000165
1,1,true,1:6,24,3.089999999999989
1,1,true,1:6,25,2.7099999999999937
1,1,true,1:6,26,2.2299999999999898
1,1,true,1:6,27,1.910000000000025
1,1,true,1:6,28,1.6899999999999835
1,1,true,1:6,29,1.4399999999999977
1,1,true,1:6,30,1.3299999999999983
1,1,true,1:6,31,1.180000000000021
1,1,true,1:6,32,1.029999999999987
1,1,true,1:6,33,0.9500000000000028
1,1,true,1:6,34,0.8400000000000034
1,1,true,1:6,35,0.8799999999999955
1,1,true,1:6,36,0.730000000000004
1,1,true,1:6,37,0.6400000000000006
1,1,true,1:6,38,0.6400000000000006
1,1,true,1:6,39,0.5599999999999881
1,1,true,1:6,40,0.5400000000000063
1,1,true,1:6,41,0.5400000000000063
1,1,true,1:6,42,0.45999999999997954
1,1,true,1:6,43,0.4700000000000131
1,1,true,1:6,44,0.4099999999999966
1,1,true,1:6,45,0.4100000000000108
1,1,true,1:6,46,0.37999999999999545
1,1,true,1:6,47,0.36999999999999034
1,1,true,1:6,48,0.3500000000000085
1,1,true,1:6,49,0.38999999999998636
1,1,true,1:6,50,0.37000000000000455
1,1,true,1:6,51,0.3300000000000125
1,1,true,1:6,52,0.37999999999999545
1,1,true,1:6,53,0.3499999999999943
1,1,true,1:6,54,0.3200000000000074
1,1,true,1:6,55,0.30999999999998806
1,1,true,1:6,56,0.3200000000000074
1,1,true,1:6,57,0.30000000000001137
1,1,true,1:6,58,0.28999999999999204
1,1,true,1:6,59,0.28000000000000114
1,1,true,1:6,60,0.22999999999998977
1,1,true,1:6,61,0.25
1,1,true,1:6,62,0.2600000000000051
1,1,true,1:6,63,0.23000000000000398
1,1,true,1:6,64,0.2400000000000091
1,1,true,1:6,65,0.20999999999999375
1,1,true,1:6,66,0.21000000000000796
1,1,true,1:6,67,0.1700000000000017
1,1,true,1:6,68,0.14999999999999147
1,1,true,1:6,69,0.1600000000000108
1,1,true,1:6,70,0.12999999999998124
1,1,true,1:6,71,0.11000000000001364
1,1,true,1:6,72,0.12999999999998124
1,1,true,1:6,73,0.10000000000000853
1,1,true,1:6,74,0.10999999999999943
1,1,true,1:6,75,0.10000000000000853
1,1,true,1:6,76,0.0899999999999892
1,1,true,1:6,77,0.10000000000000853
1,1,true,1:6,78,0.0799999999999983
1,1,true,1:6,79,0.0799999999999983
1,1,true,1:6,80,0.0799999999999983
1,1,true,1:6,81,0.07000000000000739
1,1,true,1:6,82,0.06999999999999318
1,1,true,1:6,83,0.060000000000002274
1,1,true,1:6,84,0.04999999999999716
1,1,true,1:6,85,0.04999999999999716
1,1,true,1:6,86,0.07000000000000739
1,1,true,1:6,87,0.05000000000001137
1,1,true,1:6,88,0.04999999999998295
1,1,true,1:6,89,0.05000000000001137
1,1,true,1:6,90,0.029999999999986926
1,1,true,1:6,91,0.05000000000001137
1,1,true,1:6,92,0.05999999999998806
1,1,true,1:6,93,0.05000000000001137
1,1,true,1:6,94,0.04999999999998295
1,1,true,1:6,95,0.01999999999999602
1,1,true,1:6,96,0.040000000000020464
1,1,true,1:6,97,0.03999999999999204
1,1,true,1:6,98,0.04000000000000625
1,1,true,1:6,99,0.010000000000005116
1,1,true,1:6,100,0.0899999999999892
2,1,true,1:6,1,0
2,1,true,1:6,2,0
2,1,true,1:6,3,0
2,1,true,1:6,4,0
2,1,true,1:6,5,0
