client,worker,sharded,netrecv_mean,netrecv_std
12,64,1:1,9121842.056338029,6449233.654797177
12,64,1:3,14682032.680751175,78063.94412609369
12,64,1:6,14847967.75117371,151287.88810084923
12,64,1:9,14956868.258215964,312983.9408936514
