client,worker,sharded,netsend_mean,netsend_std
12,64,1:1,4888924.460093897,126798.85364190274
12,64,1:3,7416099.746478873,28338.793312907204
12,64,1:6,8584288.863849765,84841.85286771167
12,64,1:9,9037477.431924881,29291.344858872606
