client,worker,sharded,cpu_mean,cpu_std
12,64,1:1,12.947150234741782,0.23375627805762592
12,64,1:3,12.435159624413144,0.19872555141169834
12,64,1:6,12.38849765258216,0.2681595358065118
12,64,1:9,12.13861971830986,0.1701394813084666
