client,worker,ratio,sharded_tp_mean,sharded_tp_std,nonsharded_tp_mean,nonsharded_tp_std
12,64,1:1,3078.7433333333333,74.09279782063078,2955.3266666666664,129.53329722078735
12,64,1:3,4976.763333333333,15.888675911548642,5074.57,9.549272223578008
12,64,1:6,5852.536666666667,57.20670376411833,5950.426666666666,43.00826458045267
12,64,1:9,6180.833333333333,13.133809636033211,6326.183333333333,95.67380077929191
