latency,weight
1,0
2,0
3,275
4,2443
5,4720
6,5425
7,4352
8,2892
9,1839
10,1057
11,603
12,392
13,282
14,200
15,160
16,122
17,86
18,82
19,81
20,73
21,75
22,58
23,65
24,48
25,47
26,57
27,45
28,41
29,46
30,37
31,40
32,52
33,38
34,36
35,41
36,34
37,35
38,29
39,40
40,35
41,42
42,40
43,38
44,33
45,42
46,50
47,44
48,47
49,43
50,50
51,30
52,32
53,39
54,36
55,44
56,47
57,31
58,48
59,36
60,50
61,44
62,44
63,74
64,88
65,100
66,132
67,121
68,160
69,186
70,157
71,173
72,160
73,150
74,163
75,135
76,101
77,94
78,41
79,53
80,29
81,33
82,19
83,13
84,14
85,7
86,4
87,7
88,10
89,3
90,6
91,7
92,7
93,11
94,16
95,26
96,15
97,7
98,9
99,21
100,29
