PING 10.0.0.5 (10.0.0.5) 56(84) bytes of data.
64 bytes from 10.0.0.5: icmp_seq=1 ttl=64 time=0.481 ms
64 bytes from 10.0.0.5: icmp_seq=2 ttl=64 time=0.536 ms
64 bytes from 10.0.0.5: icmp_seq=3 ttl=64 time=0.622 ms
64 bytes from 10.0.0.5: icmp_seq=4 ttl=64 time=0.720 ms
64 bytes from 10.0.0.5: icmp_seq=5 ttl=64 time=0.577 ms
64 bytes from 10.0.0.5: icmp_seq=6 ttl=64 time=0.560 ms
64 bytes from 10.0.0.5: icmp_seq=7 ttl=64 time=0.673 ms
64 bytes from 10.0.0.5: icmp_seq=8 ttl=64 time=0.657 ms
64 bytes from 10.0.0.5: icmp_seq=9 ttl=64 time=4.56 ms
64 bytes from 10.0.0.5: icmp_seq=10 ttl=64 time=0.531 ms
64 bytes from 10.0.0.5: icmp_seq=11 ttl=64 time=0.580 ms
64 bytes from 10.0.0.5: icmp_seq=12 ttl=64 time=6.78 ms
64 bytes from 10.0.0.5: icmp_seq=13 ttl=64 time=0.598 ms
64 bytes from 10.0.0.5: icmp_seq=14 ttl=64 time=0.603 ms
64 bytes from 10.0.0.5: icmp_seq=15 ttl=64 time=0.619 ms
64 bytes from 10.0.0.5: icmp_seq=16 ttl=64 time=0.551 ms
64 bytes from 10.0.0.5: icmp_seq=17 ttl=64 time=0.684 ms
64 bytes from 10.0.0.5: icmp_seq=18 ttl=64 time=0.651 ms
64 bytes from 10.0.0.5: icmp_seq=19 ttl=64 time=0.579 ms
64 bytes from 10.0.0.5: icmp_seq=20 ttl=64 time=0.604 ms
64 bytes from 10.0.0.5: icmp_seq=21 ttl=64 time=0.539 ms
64 bytes from 10.0.0.5: icmp_seq=22 ttl=64 time=2.03 ms
64 bytes from 10.0.0.5: icmp_seq=23 ttl=64 time=0.811 ms
64 bytes from 10.0.0.5: icmp_seq=24 ttl=64 time=0.456 ms
64 bytes from 10.0.0.5: icmp_seq=25 ttl=64 time=4.93 ms
64 bytes from 10.0.0.5: icmp_seq=26 ttl=64 time=0.388 ms
64 bytes from 10.0.0.5: icmp_seq=27 ttl=64 time=3.30 ms
64 bytes from 10.0.0.5: icmp_seq=28 ttl=64 time=0.969 ms
64 bytes from 10.0.0.5: icmp_seq=29 ttl=64 time=6.45 ms
64 bytes from 10.0.0.5: icmp_seq=30 ttl=64 time=3.57 ms
64 bytes from 10.0.0.5: icmp_seq=31 ttl=64 time=0.730 ms
64 bytes from 10.0.0.5: icmp_seq=32 ttl=64 time=0.685 ms
64 bytes from 10.0.0.5: icmp_seq=33 ttl=64 time=4.20 ms
64 bytes from 10.0.0.5: icmp_seq=34 ttl=64 time=2.22 ms
64 bytes from 10.0.0.5: icmp_seq=35 ttl=64 time=0.724 ms
64 bytes from 10.0.0.5: icmp_seq=36 ttl=64 time=4.28 ms
64 bytes from 10.0.0.5: icmp_seq=37 ttl=64 time=1.39 ms
64 bytes from 10.0.0.5: icmp_seq=38 ttl=64 time=0.508 ms
64 bytes from 10.0.0.5: icmp_seq=39 ttl=64 time=1.94 ms
64 bytes from 10.0.0.5: icmp_seq=40 ttl=64 time=8.83 ms
64 bytes from 10.0.0.5: icmp_seq=41 ttl=64 time=3.71 ms
64 bytes from 10.0.0.5: icmp_seq=42 ttl=64 time=6.02 ms
64 bytes from 10.0.0.5: icmp_seq=43 ttl=64 time=3.72 ms
64 bytes from 10.0.0.5: icmp_seq=44 ttl=64 time=0.831 ms
64 bytes from 10.0.0.5: icmp_seq=45 ttl=64 time=0.659 ms
64 bytes from 10.0.0.5: icmp_seq=46 ttl=64 time=0.623 ms
64 bytes from 10.0.0.5: icmp_seq=47 ttl=64 time=0.676 ms
64 bytes from 10.0.0.5: icmp_seq=48 ttl=64 time=12.7 ms
64 bytes from 10.0.0.5: icmp_seq=49 ttl=64 time=0.616 ms
64 bytes from 10.0.0.5: icmp_seq=50 ttl=64 time=0.641 ms

--- 10.0.0.5 ping statistics ---
50 packets transmitted, 50 received, 0% packet loss, time 11184ms
rtt min/avg/max/mdev = 0.388/2.028/12.723/2.525 ms
