latency,weight
1,0
2,0
3,374
4,3528
5,5851
6,5645
7,4372
8,2818
9,1767
10,1052
11,724
12,501
13,385
14,303
15,230
16,165
17,135
18,135
19,100
20,92
21,81
22,82
23,81
24,60
25,45
26,57
27,72
28,45
29,45
30,56
31,32
32,34
33,46
34,35
35,42
36,35
37,53
38,28
39,32
40,40
41,45
42,49
43,37
44,36
45,38
46,37
47,49
48,38
49,35
50,28
51,49
52,42
53,33
54,34
55,24
56,30
57,32
58,31
59,34
60,39
61,51
62,56
63,51
64,84
65,117
66,115
67,136
68,163
69,188
70,164
71,204
72,184
73,164
74,121
75,126
76,116
77,101
78,69
79,49
80,32
81,21
82,19
83,17
84,8
85,8
86,10
87,6
88,12
89,9
90,8
91,8
92,5
93,9
94,9
95,6
96,1
97,7
98,4
99,12
100,4
