PING 10.0.0.11 (10.0.0.11) 56(84) bytes of data.
64 bytes from 10.0.0.11: icmp_seq=1 ttl=64 time=0.713 ms
64 bytes from 10.0.0.11: icmp_seq=2 ttl=64 time=0.760 ms
64 bytes from 10.0.0.11: icmp_seq=3 ttl=64 time=4.39 ms
64 bytes from 10.0.0.11: icmp_seq=4 ttl=64 time=0.697 ms
64 bytes from 10.0.0.11: icmp_seq=5 ttl=64 time=0.788 ms
64 bytes from 10.0.0.11: icmp_seq=6 ttl=64 time=6.61 ms
64 bytes from 10.0.0.11: icmp_seq=7 ttl=64 time=5.54 ms
64 bytes from 10.0.0.11: icmp_seq=8 ttl=64 time=3.37 ms
64 bytes from 10.0.0.11: icmp_seq=9 ttl=64 time=4.34 ms
64 bytes from 10.0.0.11: icmp_seq=10 ttl=64 time=0.764 ms
64 bytes from 10.0.0.11: icmp_seq=11 ttl=64 time=0.787 ms
64 bytes from 10.0.0.11: icmp_seq=12 ttl=64 time=1.93 ms
64 bytes from 10.0.0.11: icmp_seq=13 ttl=64 time=0.741 ms
64 bytes from 10.0.0.11: icmp_seq=14 ttl=64 time=0.869 ms
64 bytes from 10.0.0.11: icmp_seq=15 ttl=64 time=0.722 ms
64 bytes from 10.0.0.11: icmp_seq=16 ttl=64 time=0.667 ms
64 bytes from 10.0.0.11: icmp_seq=17 ttl=64 time=0.756 ms
64 bytes from 10.0.0.11: icmp_seq=18 ttl=64 time=0.802 ms
64 bytes from 10.0.0.11: icmp_seq=19 ttl=64 time=4.54 ms
64 bytes from 10.0.0.11: icmp_seq=20 ttl=64 time=0.894 ms
64 bytes from 10.0.0.11: icmp_seq=21 ttl=64 time=0.801 ms
64 bytes from 10.0.0.11: icmp_seq=22 ttl=64 time=0.678 ms
64 bytes from 10.0.0.11: icmp_seq=23 ttl=64 time=0.841 ms
64 bytes from 10.0.0.11: icmp_seq=24 ttl=64 time=0.738 ms
64 bytes from 10.0.0.11: icmp_seq=25 ttl=64 time=0.532 ms
64 bytes from 10.0.0.11: icmp_seq=26 ttl=64 time=0.753 ms
64 bytes from 10.0.0.11: icmp_seq=27 ttl=64 time=0.641 ms
64 bytes from 10.0.0.11: icmp_seq=28 ttl=64 time=0.659 ms
64 bytes from 10.0.0.11: icmp_seq=29 ttl=64 time=0.617 ms
64 bytes from 10.0.0.11: icmp_seq=30 ttl=64 time=0.651 ms
64 bytes from 10.0.0.11: icmp_seq=31 ttl=64 time=0.612 ms
64 bytes from 10.0.0.11: icmp_seq=32 ttl=64 time=0.671 ms
64 bytes from 10.0.0.11: icmp_seq=33 ttl=64 time=0.669 ms
64 bytes from 10.0.0.11: icmp_seq=34 ttl=64 time=0.708 ms
64 bytes from 10.0.0.11: icmp_seq=35 ttl=64 time=0.693 ms
64 bytes from 10.0.0.11: icmp_seq=36 ttl=64 time=0.718 ms
64 bytes from 10.0.0.11: icmp_seq=37 ttl=64 time=0.561 ms
64 bytes from 10.0.0.11: icmp_seq=38 ttl=64 time=0.677 ms
64 bytes from 10.0.0.11: icmp_seq=39 ttl=64 time=0.693 ms
64 bytes from 10.0.0.11: icmp_seq=40 ttl=64 time=0.661 ms
64 bytes from 10.0.0.11: icmp_seq=41 ttl=64 time=0.551 ms
64 bytes from 10.0.0.11: icmp_seq=42 ttl=64 time=0.612 ms
64 bytes from 10.0.0.11: icmp_seq=43 ttl=64 time=0.659 ms
64 bytes from 10.0.0.11: icmp_seq=44 ttl=64 time=0.722 ms
64 bytes from 10.0.0.11: icmp_seq=45 ttl=64 time=0.784 ms
64 bytes from 10.0.0.11: icmp_seq=46 ttl=64 time=0.714 ms
64 bytes from 10.0.0.11: icmp_seq=47 ttl=64 time=0.485 ms
64 bytes from 10.0.0.11: icmp_seq=48 ttl=64 time=0.607 ms
64 bytes from 10.0.0.11: icmp_seq=49 ttl=64 time=0.622 ms
64 bytes from 10.0.0.11: icmp_seq=50 ttl=64 time=0.770 ms

--- 10.0.0.11 ping statistics ---
50 packets transmitted, 50 received, 0% packet loss, time 11069ms
rtt min/avg/max/mdev = 0.485/1.216/6.610/1.384 ms
