client,worker,write_rt_mean,write_rt_std,read_rt_mean,read_rt_std
12,8,2.675555555555556,0.2094849651342167,4.042222222222223,0.0056655772373250994
12,16,2.552222222222222,0.033811386788228794,4.036666666666666,0.0027216552697591494
12,32,2.51,0.028284271247461926,4.045555555555556,0.008314794192831173
12,64,2.5044444444444447,0.039094693523909575,4.13,0.12727922061357835
24,8,4.381111111111111,0.022166597048066304,8.055555555555555,0.007856742013183834
24,16,3.5877777777777777,0.31061865787052156,8.062222222222223,0.006849348892188054
24,32,3.7611111111111115,0.2385811971935778,8.05111111111111,0.008748897637790614
24,64,3.6411111111111114,0.09631481303453035,8.049999999999999,0.0027216552697595124
48,8,8.466666666666667,0.10114163153533555,16.11111111111111,0.004157397096414558
48,16,5.576666666666667,0.13049762308038312,16.110000000000003,0.019051586888315136
48,32,6.282222222222223,0.1454834426962929,16.094444444444445,0.0056655772373245756
48,64,6.448888888888888,0.15285755492865036,16.09,0.020548046676563392
96,8,16.776666666666667,0.2309882151876049,32.156666666666666,0.24519077983993934
96,16,10.868888888888888,0.22181629592030142,31.965555555555554,0.1320026187544201
96,32,10.38,0.972293965606881,31.933333333333337,0.19648767749507307
96,64,11.745555555555555,0.11123326618495384,31.775555555555556,0.08139220698583434
144,8,24.807777777777776,1.891725321329189,47.76555555555556,0.02935521069694169
144,16,15.714444444444446,0.6583162210621738,47.78888888888889,0.01498970840359192
144,32,16.705555555555556,1.0355758224053995,47.32,0.3747690646943161
144,64,16.777777777777782,1.6060910295066502,47.00333333333334,0.026246692913371995
192,8,33.51666666666667,0.9438730297536301,60.34666666666667,0.8863449708817739
192,16,18.334444444444443,2.2545597144837033,60.782222222222224,0.21293945119808472
192,32,22.33888888888889,1.1858090950387148,60.336666666666666,0.8725229488651275
192,64,17.00111111111111,1.1536233846365302,59.607777777777784,0.7753629178139686
