client,worker,netsend_mean,netsend_std
12,8,6823010.073446329,510748.9081574909
12,16,7120717.627118643,74974.3155178449
12,32,7222040.949152541,123876.94783562643
12,64,7250469.118644067,142636.81696186078
24,8,7842536.95480226,74632.65807452021
24,16,10206545.06779661,879446.4644775997
24,32,9520685.20338983,597978.9432703579
24,64,9925052.994350282,164273.63291776166
48,8,8064234.70621469,92896.27997947382
48,16,12393984.118644068,270034.7900500793
48,32,11177918.440677965,184942.70428525138
48,64,10807792.514124295,132045.61524446955
96,8,7992053.372881356,70192.54464999039
96,16,12455619.51977401,270451.6426039538
96,32,13405957.02259887,1183140.168974664
96,64,11656123.95480226,232551.57678434206
144,8,7424599.355932203,436577.30553816323
144,16,11576386.75141243,1027610.2245386537
144,32,9931297.497175142,2051899.8858849634
144,64,10433535.52542373,1693531.263382595
192,8,7554223.350282486,261120.35672874047
192,16,11187858.519774012,1006185.0727426128
192,32,10595943.265536724,912851.6481654125
192,64,8998132.790960452,2609707.343929005
