client,worker,write_rt_mean,write_rt_std,read_rt_mean,read_rt_std
12,8,1.892685796677754,0.15847849930100374,3.686780621922862,0.03680591834086863
12,16,1.6649818656087565,0.019327532937920222,3.1838212563355115,0.011157923578255157
12,32,1.6474196071850375,0.012493310938735612,3.1641645464879864,0.015198522592027882
12,64,1.616880070794094,0.026797872774507875,3.2738996472909574,0.11946181718528509
24,8,5.17016460080407,0.0786761937777408,11.156747961151618,0.012673698437501877
24,16,2.396797615882901,0.12211876025164584,8.80695164592726,0.019730298649218537
24,32,2.3307618422057317,0.11437139616739177,7.218100084802951,0.03603949013818087
24,64,2.2806022347359245,0.03632622381291446,7.2480012906329705,0.013308253522090606
48,8,13.356963043791668,0.19507671251038863,27.14519866141171,0.04046146694637715
48,16,5.961781516312441,0.026061503216821307,24.267284511530345,0.10641832416411513
48,32,3.6313454418476767,0.038289830144093255,18.96140124123519,0.17712827116212645
48,64,3.5351680215861694,0.016607356596858677,15.376841551384702,0.11126249310458297
96,8,29.810512969621552,0.45106778029574707,58.89474192917021,0.4759890341569353
96,16,15.024680902377852,0.16352869743141396,55.28843095808775,0.4957579302138143
96,32,6.100241908954665,0.7898456028659585,49.94879861758821,0.2562675836706918
96,64,5.245125643046372,0.10264500451772708,39.09880388730514,0.14471217945889994
144,8,45.745442238763125,3.87197091297856,89.58572599634344,0.25592905056277077
144,16,24.370650917873608,1.1525857982405265,86.88367723293901,0.16702833048333937
144,32,8.024879815170607,0.616656578380382,80.26301833495499,0.8657805006402636
144,64,6.018502533085223,0.22332732578718958,68.66474637997923,0.15440167744405855
192,8,62.92164977961221,1.8247565587592702,115.30244681040074,1.7714867397096743
192,16,29.1116576100804,3.542965181135614,111.9690879246483,0.7444673732466481
192,32,9.919652296563973,0.322922622591735,106.1967026422708,1.7421127335817435
192,64,6.333575837480933,0.09643583600729885,94.46450705869829,1.340356627796854
