client,worker,netrecv_mean,netrecv_std
12,8,229645.94350282487,17007.27641558728
12,16,239566.32203389832,2507.0654769962725
12,32,243004.66101694913,4087.938005479854
12,64,243915.50282485876,4809.599665673386
24,8,263705.38983050844,2522.38844297308
24,16,342570.2372881356,29312.29277321572
24,32,319673.34463276836,19929.36302615406
24,64,333202.39548022597,5512.259803493581
48,8,271111.2429378531,3093.7186166066526
48,16,415553.8870056497,8996.514184252599
48,32,374875.98870056495,6175.637328562075
48,64,362535.395480226,4456.40131727707
96,8,268651.3615819209,2375.6867081163955
96,16,417002.1242937853,9296.247246693301
96,32,443435.6497175141,39304.30743515113
96,64,385028.7344632768,7652.287124789878
144,8,249690.61016949153,14575.843104343314
144,16,387496.31638418086,34314.18512983301
144,32,328233.0677966101,67364.10755806045
144,64,344651.7966101695,55649.363970102415
192,8,254018.77966101692,8732.023416531487
192,16,374257.56497175136,33082.18663175517
192,32,349804.89830508473,29955.421820168187
192,64,297534.3276836158,85681.3183366481
