client,worker,cpu_mean,cpu_std
12,8,4.995418079096045,0.1198925309035251
12,16,5.217000000000001,0.1324451310023429
12,32,4.981762711864406,0.16029397547981042
12,64,4.949152542372882,0.39016649068434267
24,8,4.952192090395481,0.02843335169347726
24,16,4.9344463276836175,0.25689567304665434
24,32,4.723192090395482,0.2214475288002701
24,64,4.352774011299437,0.20643277810593907
48,8,4.970610169491528,0.25883266886929435
48,16,4.740203389830509,0.16362949111027406
48,32,4.571864406779663,0.08655174431037108
48,64,4.822564971751414,0.4163458789273711
96,8,5.101378531073447,0.08605802791154074
96,16,4.874209039548025,0.17633053451879366
96,32,4.804661016949155,0.09624311180521507
96,64,4.6081412429378545,0.10124749441168854
144,8,5.6840225988700555,0.06570574784508544
144,16,5.4246949152542365,0.24153698019730674
144,32,5.421237288135594,0.20681714627351927
144,64,5.705265536723164,0.41788155846343067
192,8,5.511474576271187,0.14052076370784722
192,16,5.308005649717514,0.17543656512076328
192,32,5.441265536723165,0.2191001516210313
192,64,5.091276836158194,0.1968805740037812
