client,worker,cpu_mean,cpu_std
12,8,10.277141242937853,0.07873286961550291
12,16,9.683412429378533,0.5126605553694962
12,32,11.64717514124294,0.09478752941051893
12,64,23.5560395480226,15.801055006312776
24,8,9.083067796610171,0.08244820554578869
24,16,9.780790167509167,0.6694770440303907
24,32,9.600022598870055,0.06803756944333544
24,64,10.113598870056496,0.1778939441197019
48,8,9.005338983050848,0.3291822055442819
48,16,8.47220338983051,0.0689704606842516
48,32,8.72350847457627,0.1317239553814517
48,64,9.5260790960452,0.08212961956742978
96,8,9.579542372881356,1.0419436962197721
96,16,8.523570621468929,0.26397603996578856
96,32,8.171073446327684,0.19357303538810733
96,64,10.567717514124295,1.9645441007429505
144,8,8.738542372881357,0.2229953269214059
144,16,8.293350282485877,0.23042282985773357
144,32,8.306084745762712,0.09894895028266612
144,64,8.241463276836159,0.23420654557730564
192,8,9.293175141242939,0.07641964375855718
192,16,8.740531073446329,0.14498128296076718
192,32,8.432920903954804,0.3526655090618872
192,64,8.79349152542373,0.19374906300644812
