client,worker,cpu_mean,cpu_std
12,8,7.867214689265537,0.1883192147812171
12,16,8.407926553672317,0.02996461360076995
12,32,8.721581920903956,0.2860841716637194
12,64,8.808508474576271,0.2152047645447327
24,8,7.280706214689267,0.1400215694067698
24,16,8.777282485875707,0.12018770019213446
24,32,9.403457627118643,0.213596277405165
24,64,9.395847457627116,0.14428319756403063
48,8,8.546045197740114,0.1278892269807478
48,16,8.715152542372882,0.2398602788414355
48,32,9.054463276836158,0.1262552807889485
48,64,9.739593220338984,0.20033488529081406
96,8,8.49557627118644,0.20216584295343273
96,16,8.998197740112994,0.12064994464022707
96,32,8.344581920903956,0.18053930631537346
96,64,8.502050847457626,0.04063086491522791
144,8,9.256429378531072,0.3002954609183957
144,16,8.994841807909603,0.10150843762842736
144,32,8.385401129943503,0.09504365037725711
144,64,8.26427683615819,0.3669730596805825
192,8,9.22539548022599,0.389474970350605
192,16,9.394711864406782,0.29009484262084934
192,32,9.01225988700565,0.3698585499820127
192,64,10.605090395480225,3.2928012307593533
