client,worker,netsend_mean,netsend_std
12,8,12478386.655367231,10602.029362366075
12,16,12485677.785310736,10129.834049443525
12,32,12468370.581920905,17520.48196742944
12,64,12218667.54237288,370466.9774695945
24,8,12511446.02259887,7972.52324910105
24,16,12654800.257309942,220164.98969297006
24,32,12520397.423728814,7670.664085300841
24,64,12516757.237288138,8955.3619104772
48,8,12505650.757062146,6179.876174719978
48,16,12508333.542372882,9314.874555159511
48,32,12520916.836158192,2875.0024542939314
48,64,12524766.192090398,9110.402473671296
96,8,12504738.028248586,3068.998417414412
96,16,12511563.644067796,6928.0473377010585
96,32,12512348.4519774,10505.51308053064
96,64,12539708.118644068,6486.374131850077
144,8,12511151.440677965,7296.534152677983
144,16,12503855.898305086,6209.010351031262
144,32,12500270.305084744,8046.18649922488
144,64,12519574.915254237,4897.899261373322
192,8,12500634.299435029,2129.7732212194965
192,16,12512501.548022598,1712.3520441188764
192,32,12506383.661016949,5117.562078612947
192,64,12524304.627118645,12756.020410541609
