client,worker,write_tp_mean,write_tp_std,read_tp_mean,read_tp_std
12,8,4922.2,809.8764559418238,2967.227777777778,2.8268007480429436
12,16,4705.183333333333,62.12363270721301,2968.738888888889,2.14874353179534
12,32,4787.377777777778,58.66580860062743,2963.7444444444445,5.015574508899393
12,64,4795.155555555555,76.12377388580593,2906.5444444444443,88.61485781002743
24,8,5473.822222222222,26.016448975291638,2977.7333333333336,2.0705608472638986
24,16,6750.577777777778,568.3878501603256,2976.588888888889,2.5706438641987286
24,32,6415.694444444445,397.03655497655905,2979.816666666667,2.637584472931925
24,64,6604.127777777777,164.37852676590177,2978.8111111111116,1.6196898041688188
48,8,5668.438888888889,68.0123005396183,2978.011111111111,0.9331679747697034
48,16,8608.683333333332,198.85834200552193,2978.0,3.3000280582421713
48,32,7646.833333333333,173.17537032987377,2981.0333333333333,1.092991138861464
48,64,7447.105555555555,169.3043202033139,2981.694444444444,3.5882868432075714
96,8,5683.400000000001,48.56341978012601,2985.538888888889,22.840730080653888
96,16,8838.083333333334,182.32939717465808,3004.327777777778,13.584007027147042
96,32,8516.1,257.54543396371,3007.327777777778,18.516340797879327
96,64,8175.4944444444445,77.46741409724198,3022.172222222222,7.939403995418589
144,8,5600.861111111112,223.10929240626606,3015.1777777777775,1.9201337401980059
144,16,8885.56111111111,188.93863413588988,3014.088888888889,1.0833190882253807
144,32,8206.405555555555,210.84038606268413,3044.3222222222225,24.36157544217304
144,64,8076.772222222222,419.4614360796764,3064.4,1.5445843261994077
192,8,5639.677777777778,33.27803283152121,3185.0611111111116,50.00038209730558
192,16,8959.027777777777,51.12009341362056,3160.0722222222225,11.498054048993623
192,32,8277.283333333333,21.631728240403653,3185.0722222222225,48.05127341229584
192,64,8402.455555555554,128.27997327412345,3224.2777777777774,42.94592925419329
