client,worker,read_queueLength, read_queueLength_std,write_queueLength,write_queueLength_std
12,8,2.1345950108395826,0.037599899131389634,1.6064930339072696,0.04294767645538033
12,16,2.527393738968012,0.058317502548199736,1.53861809192191,0.0483786309862102
12,32,2.5666875106558336,0.05134448149247142,1.5196448179398583,0.05072467591782554
12,64,2.562310227446445,0.0645636165953948,1.4038048324647712,0.026070404543507064
24,8,10.481803802218488,0.027603596885513258,10.014136639742317,0.15336641861620748
24,16,3.560866675690367,0.05647370320204023,2.7661728616806585,0.09043959646928505
24,32,5.277092561954628,0.21151815301760407,2.769890838638627,0.2160053711349928
24,64,5.238872464935908,0.10743309013400908,2.629379019186335,0.04065068882580947
48,8,34.303043394418985,0.053542895693373845,33.76166352833402,0.10779393096166413
48,16,21.833952817089322,0.20767453286270338,17.98176073749011,0.30897482716998426
48,32,7.804929297398467,0.2800124812379508,5.922842718378814,0.1542520015307255
48,64,12.030767324846968,0.4144584515438182,5.714162380739457,0.07453769354565393
96,8,81.36173198796035,0.7907934851921554,79.84913499388692,0.9626665568749593
96,16,67.93032234766754,0.6130586984019055,57.80779971091511,1.8618897015786227
96,32,46.56249305999004,0.35731138302459575,16.120006963676122,3.406542071005303
96,64,14.27537368675508,0.22353964562435663,12.186601787316711,0.5406861304554317
144,8,126.75710928812315,0.4188691599053155,122.21867198457142,7.734918986232323
144,16,114.42295589289189,0.1291411277796669,98.77468633567464,5.973543132820314
144,32,92.25865549605659,0.32690418030747426,24.015918687820463,2.712276161042602
144,64,55.30186719605746,0.4594611790095116,15.379580132546542,1.0148521718331496
192,8,172.63074028706487,2.781309828031357,171.31533437699167,4.1616422621949365
192,16,159.12377545520573,1.061295314213409,119.41603616362836,14.120583684685935
192,32,136.6472855263176,2.4444127295018174,32.102429144196975,1.2333393809065614
192,64,98.62567920573098,2.0351669196632516,16.795376865921583,0.5054386880267272
