latency,weight
1,0
2,0
3,0
4,0
5,21
6,235
7,890
8,1866
9,2872
10,3415
11,3298
12,2972
13,2290
14,1734
15,1279
16,952
17,663
18,483
19,364
20,287
21,245
22,199
23,213
24,170
25,156
26,155
27,150
28,138
29,145
30,123
31,120
32,95
33,103
34,111
35,118
36,103
37,116
38,114
39,138
40,142
41,131
42,113
43,130
44,111
45,142
46,136
47,150
48,175
49,128
50,135
51,180
52,167
53,170
54,192
55,179
56,183
57,169
58,151
59,154
60,141
61,129
62,145
63,134
64,123
65,119
66,124
67,158
68,155
69,127
70,167
71,156
72,163
73,150
74,150
75,143
76,133
77,141
78,117
79,134
80,145
81,115
82,147
83,111
84,156
85,168
86,163
87,148
88,136
89,186
90,167
91,189
92,202
93,237
94,253
95,228
96,292
97,289
98,341
99,309
100,313
101,351
102,409
103,401
104,432
105,396
106,384
107,365
108,337
109,317
110,237
111,223
112,195
113,204
114,193
115,188
116,183
117,134
118,113
119,94
120,73
121,59
122,42
123,43
124,27
125,30
126,17
127,17
128,15
129,15
130,21
131,14
132,15
133,9
134,11
135,6
136,5
137,6
138,5
139,7
140,4
141,2
142,5
143,2
144,5
145,1
146,2
147,1
148,1
149,1
150,4
151,0
152,2
153,3
154,2
155,7
156,3
157,1
158,2
159,0
160,2
161,0
162,1
163,6
164,0
165,2
166,1
167,2
168,2
169,1
170,2
171,0
172,2
173,0
174,0
175,0
176,0
177,0
178,0
179,1
180,1
181,0
182,0
183,2
184,0
185,0
186,2
187,0
188,3
189,1
190,0
191,1
192,0
193,1
194,2
195,0
196,0
197,1
198,0
199,0
200,1
