latency,weight
1,0
2,0
3,0
4,56
5,1147
6,5239
7,9668
8,11539
9,10872
10,9011
11,6771
12,4869
13,3501
14,2578
15,1969
16,1390
17,1030
18,809
19,613
20,487
21,411
22,335
23,291
24,243
25,251
26,241
27,211
28,182
29,183
30,158
31,132
32,162
33,179
34,167
35,151
36,153
37,166
38,167
39,177
40,168
41,157
42,134
43,149
44,141
45,141
46,120
47,127
48,151
49,146
50,137
51,135
52,144
53,126
54,114
55,114
56,100
57,106
58,102
59,102
60,105
61,105
62,120
63,104
64,92
65,83
66,103
67,87
68,85
69,88
70,95
71,63
72,77
73,66
74,76
75,70
76,76
77,58
78,71
79,46
80,50
81,62
82,45
83,54
84,43
85,48
86,48
87,55
88,43
89,43
90,36
91,36
92,32
93,42
94,38
95,21
96,23
97,25
98,28
99,24
100,17
101,19
102,21
103,9
104,13
105,10
106,23
107,6
108,5
109,5
110,3
111,5
112,2
113,5
114,5
115,2
116,0
117,4
118,2
119,2
120,4
121,3
122,1
123,4
124,1
125,4
126,0
127,1
128,1
129,0
130,0
131,0
132,0
133,1
134,1
135,0
136,0
137,0
138,0
139,1
140,2
141,0
142,0
143,0
144,1
145,0
146,2
147,1
148,1
149,0
150,1
151,1
152,0
153,0
154,1
155,1
156,0
157,0
158,0
159,0
160,0
161,0
162,0
163,0
164,0
165,1
166,0
167,1
168,0
169,0
170,0
171,0
172,0
173,0
174,0
175,2
176,0
177,0
178,0
179,0
180,0
181,1
182,1
183,0
184,0
185,0
186,0
187,0
188,0
189,0
190,0
191,0
192,0
193,0
194,0
195,0
196,0
197,0
198,0
199,1
200,0
