latency,weight
1,0
2,0
3,0
4,27
5,928
6,4647
7,9180
8,11081
9,10089
10,7573
11,5314
12,3768
13,2642
14,1832
15,1387
16,1118
17,889
18,688
19,600
20,544
21,486
22,375
23,357
24,346
25,360
26,316
27,295
28,302
29,280
30,265
31,247
32,240
33,264
34,259
35,226
36,241
37,222
38,235
39,255
40,230
41,227
42,244
43,258
44,223
45,252
46,232
47,240
48,255
49,261
50,236
51,218
52,188
53,211
54,213
55,185
56,201
57,188
58,173
59,158
60,188
61,185
62,178
63,169
64,150
65,139
66,149
67,116
68,140
69,115
70,111
71,88
72,83
73,68
74,50
75,46
76,48
77,39
78,43
79,27
80,27
81,20
82,20
83,16
84,18
85,23
86,21
87,11
88,13
89,20
90,11
91,12
92,15
93,16
94,15
95,5
96,9
97,15
98,2
99,10
100,12
101,2
102,2
103,4
104,3
105,2
106,5
107,2
108,8
109,5
110,4
111,2
112,5
113,3
114,2
115,3
116,2
117,2
118,0
119,0
120,3
121,0
122,0
123,6
124,1
125,1
126,2
127,0
128,0
129,1
130,1
131,0
132,0
133,0
134,0
135,3
136,1
137,0
138,1
139,2
140,1
141,1
142,1
143,0
144,0
145,0
146,2
147,0
148,0
149,0
150,1
151,0
152,0
153,0
154,0
155,1
156,0
157,0
158,1
159,1
160,0
161,1
162,1
163,0
164,2
165,5
166,0
167,1
168,2
169,0
170,2
171,1
172,2
173,0
174,1
175,2
176,1
177,3
178,0
179,2
180,2
181,1
182,0
183,0
184,0
185,1
186,0
187,0
188,0
189,2
190,0
191,2
192,0
193,0
194,1
195,2
196,0
197,0
198,0
199,0
200,0
