latency,weight
1,0
2,0
3,0
4,0
5,29
6,293
7,948
8,1789
9,2233
10,2248
11,1862
12,1321
13,974
14,712
15,435
16,273
17,219
18,168
19,136
20,102
21,103
22,71
23,64
24,61
25,51
26,51
27,54
28,56
29,50
30,49
31,49
32,36
33,44
34,35
35,37
36,35
37,27
38,28
39,39
40,32
41,42
42,35
43,44
44,44
45,45
46,43
47,53
48,45
49,36
50,44
51,38
52,29
53,31
54,30
55,30
56,39
57,39
58,29
59,40
60,31
61,36
62,28
63,37
64,34
65,38
66,35
67,48
68,34
69,42
70,48
71,20
72,33
73,36
74,52
75,39
76,38
77,41
78,54
79,63
80,65
81,34
82,47
83,57
84,56
85,57
86,59
87,63
88,65
89,67
90,82
91,86
92,79
93,100
94,94
95,104
96,94
97,100
98,107
99,122
100,140
101,130
102,137
103,146
104,166
105,167
106,152
107,179
108,172
109,162
110,165
111,194
112,206
113,200
114,233
115,277
116,258
117,269
118,309
119,335
120,388
121,389
122,369
123,367
124,354
125,366
126,343
127,350
128,362
129,406
130,438
131,610
132,744
133,793
134,691
135,567
136,419
137,276
138,155
139,76
140,48
141,28
142,18
143,14
144,8
145,8
146,12
147,15
148,11
149,8
150,7
151,7
152,1
153,3
154,5
155,6
156,3
157,2
158,4
159,4
160,7
161,4
162,9
163,2
164,6
165,5
166,6
167,5
168,2
169,4
170,2
171,2
172,2
173,1
174,2
175,2
176,2
177,7
178,2
179,3
180,2
181,0
182,0
183,0
184,1
185,1
186,4
187,4
188,0
189,0
190,0
191,0
192,2
193,1
194,1
195,0
196,0
197,0
198,0
199,1
200,0
