latency,weight
1,0
2,0
3,0
4,1
5,42
6,314
7,999
8,2249
9,2993
10,3512
11,3416
12,2875
13,2229
14,1724
15,1189
16,890
17,631
18,496
19,386
20,307
21,263
22,200
23,188
24,200
25,158
26,159
27,127
28,136
29,100
30,124
31,113
32,125
33,124
34,105
35,112
36,83
37,100
38,98
39,103
40,117
41,125
42,116
43,116
44,121
45,128
46,130
47,121
48,116
49,107
50,135
51,133
52,135
53,143
54,121
55,111
56,117
57,101
58,110
59,111
60,123
61,116
62,137
63,130
64,129
65,121
66,148
67,167
68,161
69,132
70,104
71,106
72,115
73,105
74,122
75,132
76,121
77,124
78,122
79,116
80,117
81,136
82,123
83,128
84,136
85,147
86,136
87,162
88,194
89,168
90,160
91,216
92,182
93,189
94,223
95,245
96,270
97,291
98,321
99,293
100,304
101,352
102,368
103,406
104,392
105,364
106,365
107,323
108,301
109,302
110,332
111,262
112,237
113,204
114,203
115,179
116,184
117,153
118,158
119,123
120,101
121,91
122,61
123,43
124,34
125,38
126,32
127,18
128,14
129,18
130,15
131,13
132,11
133,10
134,10
135,4
136,10
137,5
138,9
139,3
140,5
141,5
142,4
143,3
144,5
145,4
146,2
147,2
148,0
149,2
150,1
151,2
152,1
153,3
154,1
155,1
156,1
157,1
158,2
159,2
160,2
161,2
162,1
163,4
164,3
165,3
166,4
167,3
168,1
169,0
170,0
171,0
172,0
173,2
174,1
175,0
176,0
177,0
178,1
179,0
180,0
181,1
182,1
183,3
184,2
185,0
186,1
187,1
188,1
189,0
190,0
191,0
192,0
193,0
194,0
195,1
196,0
197,0
198,0
199,1
200,0
