latency,weight
1,0
2,0
3,0
4,0
5,18
6,205
7,702
8,1369
9,1742
10,1861
11,1800
12,1721
13,1457
14,1328
15,1131
16,983
17,728
18,572
19,456
20,348
21,319
22,222
23,184
24,149
25,137
26,95
27,95
28,124
29,126
30,132
31,118
32,106
33,105
34,85
35,86
36,100
37,116
38,139
39,126
40,158
41,140
42,131
43,96
44,64
45,67
46,50
47,66
48,56
49,44
50,46
51,48
52,42
53,52
54,38
55,49
56,39
57,36
58,39
59,40
60,40
61,38
62,36
63,30
64,32
65,28
66,35
67,40
68,46
69,51
70,62
71,91
72,107
73,130
74,122
75,112
76,95
77,60
78,59
79,69
80,61
81,49
82,46
83,49
84,47
85,49
86,43
87,40
88,46
89,42
90,49
91,46
92,48
93,50
94,44
95,44
96,46
97,40
98,44
99,38
100,38
101,55
102,61
103,40
104,41
105,61
106,55
107,76
108,76
109,80
110,89
111,82
112,83
113,80
114,90
115,90
116,105
117,107
118,116
119,120
120,96
121,80
122,82
123,82
124,81
125,80
126,61
127,80
128,74
129,57
130,70
131,67
132,58
133,94
134,88
135,61
136,87
137,85
138,76
139,75
140,59
141,45
142,47
143,44
144,42
145,45
146,45
147,68
148,97
149,143
150,193
151,240
152,299
153,284
154,201
155,137
156,119
157,88
158,71
159,53
160,37
161,34
162,23
163,16
164,7
165,13
166,7
167,12
168,7
169,12
170,5
171,5
172,8
173,2
174,3
175,6
176,5
177,2
178,7
179,2
180,3
181,6
182,2
183,6
184,13
185,11
186,7
187,18
188,9
189,8
190,4
191,2
192,6
193,4
194,9
195,7
196,12
197,8
198,2
199,3
200,2
