latency,weight
1,0
2,0
3,237
4,8872
5,25749
6,27473
7,20089
8,12762
9,7557
10,4583
11,2839
12,1725
13,1136
14,839
15,631
16,444
17,354
18,329
19,241
20,214
21,176
22,182
23,180
24,127
25,119
26,106
27,100
28,132
29,80
30,95
31,82
32,75
33,64
34,71
35,72
36,58
37,61
38,67
39,68
40,56
41,61
42,57
43,65
44,55
45,66
46,71
47,43
48,54
49,39
50,43
51,46
52,42
53,34
54,29
55,33
56,29
57,27
58,30
59,17
60,11
61,29
62,23
63,16
64,24
65,14
66,22
67,23
68,25
69,15
70,13
71,17
72,18
73,13
74,8
75,9
76,12
77,15
78,5
79,5
80,5
81,5
82,6
83,3
84,3
85,1
86,5
87,8
88,4
89,1
90,3
91,0
92,1
93,2
94,1
95,3
96,1
97,1
98,4
99,3
100,4
101,1
102,1
103,2
104,0
105,1
106,1
107,2
108,1
109,0
110,1
111,1
112,0
113,1
114,0
115,0
116,0
117,2
118,1
119,0
120,3
121,0
122,0
123,1
124,0
125,0
126,0
127,0
128,0
129,0
130,1
131,1
132,0
133,0
134,0
135,0
136,0
137,0
138,0
139,0
140,0
141,0
142,1
143,0
144,0
145,0
146,0
147,0
148,0
149,0
150,0
151,0
152,0
153,0
154,0
155,0
156,0
157,0
158,0
159,0
160,0
161,0
162,0
163,0
164,0
165,0
166,1
167,1
168,0
169,0
170,0
171,0
172,0
173,0
174,0
175,0
176,0
177,0
178,0
179,0
180,0
181,0
182,0
183,0
184,0
185,0
186,0
187,0
188,0
189,0
190,0
191,0
192,0
193,0
194,0
195,0
196,0
197,0
198,0
199,0
200,0
