latency,weight
1,0
2,0
3,0
4,0
5,21
6,234
7,829
8,1424
9,1809
10,1877
11,1786
12,1670
13,1496
14,1336
15,1106
16,913
17,707
18,655
19,532
20,392
21,386
22,300
23,238
24,204
25,186
26,130
27,132
28,105
29,91
30,83
31,65
32,53
33,58
34,49
35,35
36,50
37,52
38,57
39,79
40,81
41,75
42,100
43,91
44,67
45,58
46,53
47,49
48,51
49,44
50,34
51,46
52,33
53,37
54,28
55,29
56,25
57,40
58,25
59,21
60,25
61,34
62,39
63,38
64,38
65,47
66,60
67,49
68,36
69,42
70,39
71,33
72,38
73,37
74,25
75,45
76,35
77,48
78,31
79,51
80,48
81,54
82,57
83,53
84,64
85,45
86,39
87,45
88,51
89,45
90,35
91,53
92,33
93,41
94,49
95,47
96,60
97,44
98,45
99,51
100,52
101,67
102,63
103,64
104,67
105,70
106,79
107,70
108,59
109,64
110,72
111,72
112,81
113,72
114,83
115,76
116,74
117,71
118,72
119,85
120,75
121,103
122,96
123,95
124,111
125,101
126,112
127,108
128,118
129,108
130,122
131,106
132,103
133,78
134,91
135,97
136,92
137,88
138,75
139,80
140,81
141,71
142,57
143,52
144,53
145,40
146,45
147,50
148,88
149,142
150,193
151,269
152,254
153,244
154,190
155,161
156,105
157,101
158,81
159,55
160,53
161,33
162,33
163,27
164,21
165,13
166,10
167,3
168,5
169,10
170,13
171,10
172,5
173,8
174,10
175,10
176,13
177,10
178,11
179,4
180,5
181,9
182,3
183,4
184,6
185,4
186,6
187,5
188,3
189,1
190,3
191,5
192,0
193,3
194,2
195,4
196,8
197,3
198,7
199,3
200,8
