requestType,queueLength,netthreadTime,queueTime,workerPreTime,memcachedRTT,workerPostTime, totalRequests
GET,1.482429696287964,13640.452733408323,85467.46886389202,13999.323127109112,3045973.233048369,23214.83424071991,44450
