latency,weight
1,0
2,0
3,0
4,147
5,2827
6,9524
7,14027
8,13549
9,10311
10,6820
11,4393
12,2799
13,1980
14,1371
15,1016
16,786
17,688
18,538
19,524
20,478
21,402
22,423
23,364
24,353
25,271
26,256
27,290
28,263
29,242
30,257
31,277
32,262
33,245
34,264
35,219
36,277
37,263
38,297
39,301
40,293
41,290
42,281
43,339
44,332
45,286
46,341
47,323
48,332
49,333
50,340
51,322
52,296
53,289
54,267
55,233
56,260
57,204
58,243
59,248
60,248
61,236
62,216
63,188
64,201
65,143
66,169
67,141
68,129
69,116
70,100
71,87
72,53
73,56
74,50
75,46
76,39
77,31
78,31
79,38
80,21
81,19
82,9
83,17
84,13
85,9
86,6
87,8
88,10
89,4
90,3
91,7
92,13
93,5
94,7
95,3
96,10
97,8
98,0
99,3
100,7
101,3
102,3
103,3
104,1
105,1
106,1
107,2
108,2
109,3
110,4
111,0
112,1
113,3
114,0
115,1
116,0
117,0
118,2
119,1
120,1
121,0
122,2
123,2
124,3
125,2
126,1
127,1
128,1
129,1
130,1
131,1
132,0
133,0
134,0
135,0
136,0
137,0
138,0
139,0
140,0
141,0
142,0
143,0
144,1
145,0
146,0
147,0
148,0
149,0
150,0
151,3
152,0
153,2
154,0
155,0
156,3
157,1
158,1
159,0
160,1
161,0
162,0
163,4
164,1
165,1
166,5
167,3
168,0
169,0
170,0
171,0
172,0
173,0
174,0
175,0
176,0
177,0
178,0
179,1
180,0
181,0
182,0
183,0
184,0
185,2
186,0
187,0
188,0
189,0
190,0
191,2
192,2
193,1
194,1
195,0
196,2
197,0
198,1
199,1
200,0
