latency,weight
1,0
2,0
3,0
4,14
5,239
6,1082
7,2032
8,2975
9,3405
10,3579
11,3368
12,3089
13,2735
14,2221
15,1901
16,1489
17,1195
18,908
19,743
20,573
21,409
22,358
23,278
24,221
25,212
26,194
27,158
28,176
29,126
30,108
31,110
32,113
33,81
34,96
35,100
36,96
37,123
38,104
39,134
40,135
41,129
42,124
43,115
44,126
45,104
46,116
47,98
48,103
49,99
50,89
51,77
52,72
53,72
54,75
55,76
56,73
57,71
58,63
59,65
60,85
61,79
62,96
63,59
64,60
65,70
66,70
67,58
68,71
69,68
70,42
71,68
72,74
73,67
74,63
75,87
76,54
77,74
78,82
79,80
80,67
81,74
82,68
83,71
84,89
85,69
86,70
87,93
88,87
89,91
90,79
91,85
92,88
93,74
94,99
95,86
96,79
97,89
98,102
99,80
100,95
101,96
102,101
103,95
104,93
105,93
106,96
107,90
108,103
109,93
110,97
111,90
112,94
113,88
114,104
115,85
116,103
117,102
118,97
119,125
120,119
121,133
122,138
123,121
124,135
125,128
126,149
127,109
128,126
129,109
130,123
131,109
132,126
133,115
134,94
135,85
136,102
137,85
138,74
139,73
140,53
141,55
142,34
143,40
144,22
145,28
146,24
147,22
148,24
149,30
150,40
151,55
152,47
153,75
154,35
155,27
156,17
157,16
158,16
159,11
160,10
161,6
162,3
163,4
164,2
165,3
166,5
167,0
168,3
169,3
170,1
171,2
172,0
173,1
174,2
175,1
176,8
177,1
178,1
179,0
180,1
181,0
182,1
183,0
184,2
185,2
186,3
187,2
188,0
189,0
190,0
191,1
192,0
193,0
194,0
195,0
196,1
197,2
198,0
199,1
200,1
