latency,weight
1,0
2,0
3,0
4,136
5,2681
6,8381
7,12023
8,11382
9,8564
10,5682
11,3745
12,2376
13,1577
14,1261
15,915
16,764
17,541
18,505
19,460
20,377
21,327
22,295
23,303
24,271
25,257
26,267
27,268
28,216
29,232
30,192
31,232
32,186
33,195
34,219
35,209
36,196
37,208
38,220
39,211
40,235
41,210
42,216
43,242
44,233
45,197
46,215
47,198
48,249
49,238
50,212
51,193
52,189
53,166
54,172
55,195
56,157
57,177
58,180
59,186
60,138
61,149
62,155
63,130
64,121
65,115
66,115
67,103
68,108
69,112
70,92
71,80
72,63
73,55
74,47
75,38
76,34
77,28
78,28
79,22
80,17
81,19
82,13
83,17
84,6
85,17
86,8
87,8
88,11
89,5
90,9
91,11
92,5
93,8
94,11
95,5
96,7
97,8
98,3
99,5
100,4
101,4
102,5
103,2
104,2
105,3
106,3
107,3
108,3
109,2
110,4
111,3
112,2
113,1
114,2
115,0
116,3
117,0
118,4
119,2
120,2
121,1
122,4
123,2
124,0
125,0
126,0
127,0
128,0
129,2
130,0
131,0
132,0
133,1
134,0
135,0
136,1
137,1
138,1
139,0
140,0
141,0
142,0
143,0
144,1
145,1
146,0
147,1
148,1
149,1
150,0
151,1
152,1
153,1
154,1
155,2
156,0
157,0
158,1
159,0
160,3
161,1
162,2
163,1
164,2
165,4
166,2
167,1
168,0
169,0
170,1
171,3
172,1
173,1
174,3
175,0
176,1
177,2
178,0
179,1
180,1
181,1
182,1
183,2
184,2
185,0
186,2
187,0
188,1
189,1
190,1
191,2
192,1
193,0
194,0
195,0
196,2
197,0
198,0
199,0
200,0
