PING 10.0.0.8 (10.0.0.8) 56(84) bytes of data.
64 bytes from 10.0.0.8: icmp_seq=1 ttl=64 time=0.611 ms
64 bytes from 10.0.0.8: icmp_seq=2 ttl=64 time=1.41 ms
64 bytes from 10.0.0.8: icmp_seq=3 ttl=64 time=0.777 ms
64 bytes from 10.0.0.8: icmp_seq=4 ttl=64 time=0.882 ms
64 bytes from 10.0.0.8: icmp_seq=5 ttl=64 time=0.531 ms
64 bytes from 10.0.0.8: icmp_seq=6 ttl=64 time=1.05 ms
64 bytes from 10.0.0.8: icmp_seq=7 ttl=64 time=1.65 ms
64 bytes from 10.0.0.8: icmp_seq=8 ttl=64 time=0.609 ms
64 bytes from 10.0.0.8: icmp_seq=9 ttl=64 time=1.30 ms
64 bytes from 10.0.0.8: icmp_seq=10 ttl=64 time=0.942 ms
64 bytes from 10.0.0.8: icmp_seq=11 ttl=64 time=1.34 ms
64 bytes from 10.0.0.8: icmp_seq=12 ttl=64 time=0.675 ms
64 bytes from 10.0.0.8: icmp_seq=13 ttl=64 time=1.43 ms
64 bytes from 10.0.0.8: icmp_seq=14 ttl=64 time=0.816 ms
64 bytes from 10.0.0.8: icmp_seq=15 ttl=64 time=1.03 ms
64 bytes from 10.0.0.8: icmp_seq=16 ttl=64 time=0.495 ms
64 bytes from 10.0.0.8: icmp_seq=17 ttl=64 time=0.916 ms
64 bytes from 10.0.0.8: icmp_seq=18 ttl=64 time=2.03 ms
64 bytes from 10.0.0.8: icmp_seq=19 ttl=64 time=0.906 ms
64 bytes from 10.0.0.8: icmp_seq=20 ttl=64 time=0.907 ms
64 bytes from 10.0.0.8: icmp_seq=21 ttl=64 time=0.904 ms
64 bytes from 10.0.0.8: icmp_seq=22 ttl=64 time=0.806 ms
64 bytes from 10.0.0.8: icmp_seq=23 ttl=64 time=1.20 ms
64 bytes from 10.0.0.8: icmp_seq=24 ttl=64 time=0.946 ms
64 bytes from 10.0.0.8: icmp_seq=25 ttl=64 time=1.06 ms
64 bytes from 10.0.0.8: icmp_seq=26 ttl=64 time=1.24 ms
64 bytes from 10.0.0.8: icmp_seq=27 ttl=64 time=0.679 ms
64 bytes from 10.0.0.8: icmp_seq=28 ttl=64 time=1.48 ms
64 bytes from 10.0.0.8: icmp_seq=29 ttl=64 time=0.633 ms
64 bytes from 10.0.0.8: icmp_seq=30 ttl=64 time=1.64 ms
64 bytes from 10.0.0.8: icmp_seq=31 ttl=64 time=0.626 ms
64 bytes from 10.0.0.8: icmp_seq=32 ttl=64 time=1.06 ms
64 bytes from 10.0.0.8: icmp_seq=33 ttl=64 time=1.45 ms
64 bytes from 10.0.0.8: icmp_seq=34 ttl=64 time=1.11 ms
64 bytes from 10.0.0.8: icmp_seq=35 ttl=64 time=0.729 ms
64 bytes from 10.0.0.8: icmp_seq=36 ttl=64 time=1.08 ms
64 bytes from 10.0.0.8: icmp_seq=37 ttl=64 time=0.796 ms
64 bytes from 10.0.0.8: icmp_seq=38 ttl=64 time=0.756 ms
