latency,weight
1,0
2,0
3,61
4,3262
5,13421
6,20396
7,18629
8,14026
9,9411
10,6181
11,4044
12,2492
13,1770
14,1286
15,928
16,689
17,530
18,441
19,389
20,288
21,284
22,212
23,196
24,191
25,184
26,152
27,138
28,136
29,109
30,116
31,128
32,116
33,94
34,99
35,101
36,89
37,72
38,79
39,80
40,79
41,63
42,93
43,77
44,74
45,82
46,79
47,89
48,80
49,76
50,72
51,69
52,59
53,49
54,47
55,37
56,44
57,43
58,33
59,38
60,42
61,39
62,33
63,24
64,26
65,16
66,14
67,27
68,24
69,20
70,33
71,13
72,25
73,13
74,17
75,16
76,15
77,12
78,9
79,11
80,12
81,5
82,10
83,9
84,6
85,6
86,6
87,1
88,6
89,9
90,5
91,5
92,3
93,5
94,4
95,4
96,8
97,1
98,2
99,7
100,4
101,1
102,2
103,2
104,3
105,0
106,0
107,1
108,0
109,0
110,1
111,0
112,2
113,3
114,0
115,0
116,0
117,2
118,0
119,1
120,0
121,2
122,0
123,2
124,1
125,0
126,0
127,0
128,0
129,0
130,0
131,0
132,0
133,0
134,0
135,0
136,1
137,0
138,0
139,0
140,0
141,0
142,0
143,0
144,0
145,0
146,0
147,0
148,2
149,1
150,1
151,0
152,0
153,0
154,0
155,0
156,0
157,0
158,0
159,0
160,0
161,0
162,0
163,0
164,1
165,0
166,0
167,0
168,0
169,0
170,0
171,0
172,0
173,0
174,0
175,0
176,0
177,0
178,0
179,0
180,0
181,0
182,0
183,0
184,0
185,0
186,0
187,0
188,0
189,0
190,0
191,0
192,0
193,0
194,0
195,0
196,0
197,0
198,0
199,0
200,0
