latency,weight
1,0
2,0
3,0
4,3
5,103
6,692
7,1598
8,2454
9,3158
10,3347
11,3362
12,3036
13,2697
14,2300
15,1926
16,1530
17,1274
18,982
19,816
20,611
21,490
22,358
23,310
24,253
25,234
26,174
27,148
28,120
29,104
30,104
31,112
32,116
33,82
34,104
35,124
36,117
37,145
38,127
39,149
40,148
41,110
42,131
43,119
44,123
45,129
46,124
47,117
48,95
49,85
50,70
51,89
52,93
53,69
54,74
55,71
56,57
57,67
58,73
59,73
60,78
61,78
62,70
63,55
64,67
65,72
66,47
67,67
68,73
69,60
70,68
71,56
72,77
73,73
74,76
75,69
76,60
77,63
78,73
79,79
80,66
81,71
82,66
83,76
84,82
85,72
86,74
87,70
88,85
89,109
90,97
91,82
92,89
93,89
94,79
95,71
96,85
97,85
98,85
99,87
100,76
101,73
102,76
103,85
104,104
105,84
106,90
107,93
108,85
109,105
110,89
111,105
112,104
113,97
114,99
115,119
116,117
117,105
118,115
119,130
120,135
121,141
122,122
123,125
124,137
125,130
126,159
127,117
128,106
129,109
130,108
131,130
132,108
133,95
134,99
135,86
136,86
137,103
138,55
139,43
140,47
141,51
142,44
143,31
144,28
145,19
146,30
147,22
148,22
149,46
150,55
151,62
152,72
153,52
154,33
155,17
156,22
157,22
158,15
159,8
160,9
161,5
162,8
163,4
164,2
165,2
166,6
167,8
168,3
169,6
170,1
171,2
172,3
173,4
174,2
175,1
176,0
177,1
178,0
179,0
180,2
181,2
182,2
183,2
184,0
185,0
186,0
187,1
188,0
189,1
190,4
191,1
192,1
193,1
194,2
195,1
196,0
197,1
198,2
199,2
200,2
