latency,weight
1,0
2,0
3,0
4,0
5,5
6,86
7,466
8,984
9,1561
10,1791
11,1635
12,1335
13,931
14,712
15,474
16,312
17,212
18,169
19,123
20,104
21,93
22,65
23,71
24,58
25,61
26,42
27,47
28,32
29,46
30,41
31,41
32,38
33,42
34,21
35,28
36,37
37,41
38,27
39,43
40,34
41,38
42,38
43,31
44,47
45,34
46,28
47,39
48,40
49,34
50,43
51,39
52,38
53,26
54,24
55,20
56,24
57,32
58,42
59,37
60,35
61,28
62,39
63,42
64,34
65,32
66,46
67,60
68,52
69,39
70,45
71,37
72,33
73,36
74,33
75,28
76,46
77,50
78,50
79,46
80,44
81,40
82,42
83,39
84,36
85,60
86,77
87,57
88,67
89,58
90,56
91,64
92,81
93,92
94,113
95,91
96,100
97,106
98,122
99,145
100,134
101,129
102,143
103,140
104,139
105,125
106,141
107,148
108,151
109,153
110,154
111,163
112,171
113,191
114,213
115,215
116,240
117,236
118,297
119,271
120,318
121,341
122,350
123,316
124,302
125,315
126,329
127,387
128,434
129,538
130,688
131,780
132,924
133,996
134,842
135,711
136,513
137,292
138,171
139,91
140,49
141,34
142,25
143,17
144,28
145,14
146,11
147,17
148,23
149,16
150,9
151,16
152,4
153,6
154,3
155,5
156,4
157,5
158,6
159,6
160,3
161,4
162,4
163,3
164,5
165,4
166,10
167,6
168,5
169,7
170,3
171,2
172,6
173,5
174,6
175,0
176,3
177,2
178,3
179,3
180,2
181,2
182,3
183,2
184,1
185,1
186,3
187,0
188,1
189,3
190,0
191,0
192,2
193,1
194,0
195,4
196,1
197,3
198,0
199,0
200,1
