latency,weight
1,0
2,0
3,0
4,179
5,2766
6,8977
7,13563
8,13586
9,11309
10,8410
11,6222
12,4315
13,3051
14,2160
15,1540
16,1063
17,823
18,620
19,476
20,412
21,354
22,317
23,317
24,215
25,195
26,229
27,181
28,193
29,186
30,162
31,174
32,149
33,146
34,188
35,171
36,171
37,157
38,172
39,162
40,138
41,170
42,121
43,146
44,128
45,120
46,127
47,131
48,130
49,131
50,133
51,118
52,123
53,143
54,118
55,103
56,115
57,104
58,101
59,88
60,86
61,97
62,91
63,114
64,107
65,74
66,105
67,84
68,84
69,106
70,85
71,86
72,90
73,70
74,68
75,84
76,89
77,76
78,67
79,57
80,68
81,54
82,50
83,46
84,42
85,42
86,50
87,39
88,36
89,39
90,47
91,36
92,27
93,27
94,34
95,34
96,26
97,27
98,25
99,24
100,21
101,25
102,19
103,8
104,14
105,15
106,13
107,5
108,6
109,10
110,6
111,8
112,3
113,3
114,3
115,4
116,3
117,4
118,1
119,4
120,1
121,2
122,1
123,1
124,1
125,0
126,0
127,1
128,4
129,0
130,0
131,0
132,0
133,3
134,3
135,2
136,0
137,0
138,0
139,0
140,0
141,1
142,1
143,0
144,0
145,0
146,0
147,0
148,1
149,3
150,1
151,0
152,1
153,1
154,1
155,0
156,1
157,0
158,1
159,0
160,1
161,0
162,0
163,0
164,1
165,0
166,0
167,1
168,2
169,0
170,0
171,0
172,0
173,0
174,0
175,0
176,0
177,0
178,0
179,1
180,0
181,0
182,0
183,0
184,0
185,0
186,0
187,0
188,0
189,0
190,0
191,0
192,0
193,0
194,0
195,0
196,0
197,0
198,0
199,0
200,0
