latency,weight
1,0
2,0
3,0
4,1
5,35
6,269
7,1092
8,2200
9,3144
10,3515
11,3437
12,2920
13,2197
14,1702
15,1173
16,861
17,621
18,453
19,381
20,312
21,236
22,225
23,223
24,160
25,145
26,156
27,135
28,138
29,144
30,133
31,108
32,116
33,106
34,110
35,125
36,100
37,126
38,100
39,100
40,96
41,104
42,96
43,107
44,108
45,100
46,99
47,100
48,107
49,121
50,106
51,115
52,117
53,107
54,106
55,102
56,102
57,100
58,111
59,114
60,80
61,104
62,81
63,102
64,106
65,106
66,102
67,127
68,118
69,130
70,98
71,111
72,136
73,126
74,131
75,122
76,135
77,141
78,140
79,127
80,128
81,124
82,112
83,139
84,171
85,191
86,139
87,154
88,186
89,203
90,206
91,195
92,219
93,215
94,254
95,288
96,278
97,276
98,259
99,325
100,321
101,347
102,402
103,457
104,473
105,384
106,467
107,388
108,370
109,323
110,304
111,322
112,278
113,249
114,251
115,215
116,169
117,174
118,179
119,117
120,114
121,80
122,64
123,48
124,29
125,29
126,21
127,18
128,15
129,19
130,6
131,10
132,17
133,16
134,13
135,7
136,8
137,10
138,3
139,2
140,2
141,3
142,4
143,3
144,3
145,4
146,3
147,6
148,6
149,3
150,1
151,3
152,6
153,4
154,3
155,1
156,2
157,2
158,4
159,2
160,1
161,0
162,1
163,4
164,3
165,1
166,0
167,1
168,0
169,1
170,0
171,1
172,3
173,0
174,2
175,1
176,0
177,1
178,1
179,1
180,0
181,0
182,1
183,0
184,0
185,2
186,2
187,2
188,2
189,0
190,2
191,0
192,0
193,0
194,0
195,1
196,0
197,1
198,0
199,2
200,2
