requestType,queueLength,netthreadTime,queueTime,workerPreTime,memcachedRTT,workerPostTime, totalRequests
GET,1.5856864780690372,14937.950064884506,117469.9802232027,48952.01221126395,1446543.69778095,19187.924111082273,77060
