latency,weight
1,0
2,0
3,0
4,159
5,2557
6,8535
7,12070
8,11706
9,8823
10,6038
11,3726
12,2442
13,1654
14,1193
15,858
16,752
17,626
18,526
19,454
20,404
21,333
22,310
23,296
24,267
25,253
26,295
27,235
28,257
29,263
30,220
31,257
32,219
33,220
34,242
35,246
36,233
37,258
38,251
39,231
40,250
41,242
42,256
43,248
44,265
45,256
46,261
47,264
48,232
49,250
50,228
51,245
52,218
53,234
54,233
55,204
56,223
57,213
58,198
59,226
60,190
61,189
62,169
63,181
64,133
65,133
66,119
67,138
68,117
69,108
70,87
71,86
72,78
73,73
74,49
75,52
76,56
77,43
78,46
79,29
80,21
81,20
82,12
83,19
84,16
85,8
86,9
87,13
88,12
89,10
90,15
91,8
92,7
93,11
94,4
95,4
96,5
97,9
98,7
99,5
100,5
101,2
102,0
103,0
104,0
105,1
106,1
107,3
108,2
109,3
110,0
111,1
112,2
113,0
114,5
115,1
116,9
117,2
118,1
119,2
120,1
121,1
122,1
123,1
124,1
125,1
126,0
127,1
128,1
129,1
130,1
131,0
132,1
133,0
134,0
135,2
136,1
137,2
138,3
139,3
140,0
141,3
142,1
143,0
144,0
145,0
146,1
147,0
148,1
149,0
150,0
151,0
152,0
153,2
154,0
155,1
156,1
157,0
158,1
159,1
160,0
161,0
162,1
163,0
164,0
165,3
166,3
167,1
168,4
169,0
170,0
171,1
172,1
173,1
174,0
175,0
176,0
177,0
178,0
179,0
180,1
181,0
182,1
183,1
184,1
185,0
186,0
187,0
188,0
189,0
190,0
191,1
192,0
193,0
194,0
195,2
196,1
197,0
198,1
199,2
200,2
