client,netsend_mean,netsend_std
2,4324308.7814207645,201566.253601409
8,11403487.628415301,292729.9044752511
16,12153196.071038252,9457.594462835157
32,11818028.262295082,196508.58572191963
48,12118978.344262296,244512.66331658268
64,12190792.584699454,65712.4134758774
80,12159008.715846995,79502.10964719053
