client,netsend_mean,netsend_std
2,347963.85245901643,13666.195479732545
8,812285.6284153005,15305.777549417384
16,848006.4699453552,9850.427136456607
32,824035.0601092897,14390.33907393377
48,852759.7814207651,20055.442981976757
64,855684.5300546448,415.8462766845216
80,858207.9453551912,5139.544184959971
