client,netrecv_mean,netrecv_std
2,328976.86338797817,8599.901098049606
8,773556.4754098362,13286.980288370727
16,799811.3770491803,15480.114849249234
32,803746.3060109289,9256.749120859982
48,800545.7158469945,2146.1428803744666
64,773306.131147541,24575.98678208059
80,768134.6775956284,23031.30505042988
