client,netsend_mean,netsend_std
2,9802054.540983608,257258.85945970524
8,23128252.803278685,392996.7765370112
16,23924804.426229507,450189.5139666429
32,24322617.93442623,275230.9531977377
48,24236086.66120219,80428.16383126464
64,23367530.99453552,759801.7480415304
80,23218955.56830601,727525.7865376187
