client,netrecv_mean,netrecv_std
2,154015.92349726777,7085.851570663294
8,403181.58469945355,10084.726475875501
16,429573.0765027323,331.31354718336803
32,418007.6830601093,6883.416562788854
48,428542.92896174866,8488.385151690649
64,431221.9726775956,2288.7492495586553
80,430208.825136612,2799.8705665344287
