client,netsend_mean,netsend_std
2,144523.15300546447,5951.596137127747
8,339509.65027322405,8238.943342272421
16,338780.3333333333,7498.348707514515
32,357048.46994535514,1551.7474834846212
48,369086.80874316936,1931.19747220992
64,361043.75956284156,9572.534356918904
80,371730.55737704923,17605.591695301864
