client,netrecv_mean,netrecv_std
2,10005068.300546447,394282.08887038246
8,23407174.25136612,442570.8049544152
16,24424388.622950822,287845.52365325025
32,23740953.398907106,399446.7459187771
48,24546927.202185795,586768.5219933143
64,24563745.704918038,68718.34876883238
80,24684120.311475407,150840.5035695371
