mw,sharded,ratio,rep,latency,weight
1,true,1:6,1,1,0
1,true,1:6,1,2,0
1,true,1:6,1,3,334
1,true,1:6,1,4,7385
1,true,1:6,1,5,16138
1,true,1:6,1,6,15709
1,true,1:6,1,7,11528
1,true,1:6,1,8,7672
1,true,1:6,1,9,4804
1,true,1:6,1,10,3068
1,true,1:6,1,11,1900
1,true,1:6,1,12,1331
1,true,1:6,1,13,965
1,true,1:6,1,14,815
1,true,1:6,1,15,600
1,true,1:6,1,16,458
1,true,1:6,1,17,397
1,true,1:6,1,18,348
1,true,1:6,1,19,307
1,true,1:6,1,20,281
1,true,1:6,1,21,253
1,true,1:6,1,22,235
1,true,1:6,1,23,228
1,true,1:6,1,24,202
1,true,1:6,1,25,210
1,true,1:6,1,26,212
1,true,1:6,1,27,181
1,true,1:6,1,28,186
1,true,1:6,1,29,178
1,true,1:6,1,30,197
1,true,1:6,1,31,167
1,true,1:6,1,32,180
1,true,1:6,1,33,159
1,true,1:6,1,34,181
1,true,1:6,1,35,164
1,true,1:6,1,36,184
1,true,1:6,1,37,166
1,true,1:6,1,38,150
1,true,1:6,1,39,179
1,true,1:6,1,40,191
1,true,1:6,1,41,223
1,true,1:6,1,42,187
1,true,1:6,1,43,191
1,true,1:6,1,44,171
1,true,1:6,1,45,189
1,true,1:6,1,46,208
1,true,1:6,1,47,195
1,true,1:6,1,48,213
1,true,1:6,1,49,191
1,true,1:6,1,50,171
1,true,1:6,1,51,191
1,true,1:6,1,52,181
1,true,1:6,1,53,160
1,true,1:6,1,54,175
1,true,1:6,1,55,138
1,true,1:6,1,56,176
1,true,1:6,1,57,178
1,true,1:6,1,58,163
1,true,1:6,1,59,158
1,true,1:6,1,60,175
1,true,1:6,1,61,176
1,true,1:6,1,62,164
1,true,1:6,1,63,152
1,true,1:6,1,64,155
1,true,1:6,1,65,173
1,true,1:6,1,66,140
1,true,1:6,1,67,134
1,true,1:6,1,68,130
1,true,1:6,1,69,132
1,true,1:6,1,70,119
1,true,1:6,1,71,135
1,true,1:6,1,72,108
1,true,1:6,1,73,128
1,true,1:6,1,74,114
1,true,1:6,1,75,119
1,true,1:6,1,76,107
1,true,1:6,1,77,70
1,true,1:6,1,78,63
1,true,1:6,1,79,58
1,true,1:6,1,80,51
1,true,1:6,1,81,47
1,true,1:6,1,82,48
1,true,1:6,1,83,29
1,true,1:6,1,84,25
1,true,1:6,1,85,33
1,true,1:6,1,86,15
1,true,1:6,1,87,16
1,true,1:6,1,88,14
1,true,1:6,1,89,17
1,true,1:6,1,90,10
1,true,1:6,1,91,8
1,true,1:6,1,92,12
1,true,1:6,1,93,7
1,true,1:6,1,94,5
1,true,1:6,1,95,9
1,true,1:6,1,96,4
1,true,1:6,1,97,4
1,true,1:6,1,98,6
1,true,1:6,1,99,4
1,true,1:6,1,100,1
2,true,1:6,1,1,0
2,true,1:6,1,2,0
2,true,1:6,1,3,324
2,true,1:6,1,4,6750
2,true,1:6,1,5,14703
2,true,1:6,1,6,16861
2,true,1:6,1,7,13210
2,true,1:6,1,8,9010
2,true,1:6,1,9,5418
2,true,1:6,1,10,3208
2,true,1:6,1,11,1974
2,true,1:6,1,12,1274
2,true,1:6,1,13,888
2,true,1:6,1,14,621
2,true,1:6,1,15,481
2,true,1:6,1,16,393
2,true,1:6,1,17,320
2,true,1:6,1,18,332
2,true,1:6,1,19,263
2,true,1:6,1,20,230
2,true,1:6,1,21,197
2,true,1:6,1,22,188
2,true,1:6,1,23,152
2,true,1:6,1,24,170
2,true,1:6,1,25,171
2,true,1:6,1,26,165
2,true,1:6,1,27,150
2,true,1:6,1,28,161
2,true,1:6,1,29,149
2,true,1:6,1,30,175
2,true,1:6,1,31,150
2,true,1:6,1,32,146
2,true,1:6,1,33,141
2,true,1:6,1,34,149
2,true,1:6,1,35,153
2,true,1:6,1,36,162
2,true,1:6,1,37,180
2,true,1:6,1,38,170
2,true,1:6,1,39,152
2,true,1:6,1,40,132
2,true,1:6,1,41,143
2,true,1:6,1,42,185
2,true,1:6,1,43,201
2,true,1:6,1,44,174
2,true,1:6,1,45,171
2,true,1:6,1,46,158
2,true,1:6,1,47,178
2,true,1:6,1,48,192
2,true,1:6,1,49,197
2,true,1:6,1,50,205
2,true,1:6,1,51,199
2,true,1:6,1,52,194
2,true,1:6,1,53,198
2,true,1:6,1,54,157
2,true,1:6,1,55,169
2,true,1:6,1,56,190
2,true,1:6,1,57,193
2,true,1:6,1,58,150
2,true,1:6,1,59,152
2,true,1:6,1,60,165
2,true,1:6,1,61,146
2,true,1:6,1,62,181
2,true,1:6,1,63,158
2,true,1:6,1,64,158
2,true,1:6,1,65,168
2,true,1:6,1,66,134
2,true,1:6,1,67,140
2,true,1:6,1,68,145
2,true,1:6,1,69,130
2,true,1:6,1,70,151
2,true,1:6,1,71,132
2,true,1:6,1,72,107
2,true,1:6,1,73,136
2,true,1:6,1,74,130
2,true,1:6,1,75,133
2,true,1:6,1,76,81
2,true,1:6,1,77,89
2,true,1:6,1,78,77
2,true,1:6,1,79,52
2,true,1:6,1,80,73
2,true,1:6,1,81,50
2,true,1:6,1,82,51
2,true,1:6,1,83,37
2,true,1:6,1,84,42
2,true,1:6,1,85,39
2,true,1:6,1,86,30
2,true,1:6,1,87,21
2,true,1:6,1,88,29
2,true,1:6,1,89,16
2,true,1:6,1,90,24
2,true,1:6,1,91,13
2,true,1:6,1,92,11
2,true,1:6,1,93,12
2,true,1:6,1,94,7
2,true,1:6,1,95,6
2,true,1:6,1,96,2
2,true,1:6,1,97,6
2,true,1:6,1,98,4
2,true,1:6,1,99,5
2,true,1:6,1,100,3
1,true,1:6,2,1,0
1,true,1:6,2,2,0
1,true,1:6,2,3,213
1,true,1:6,2,4,5849
1,true,1:6,2,5,14775
1,true,1:6,2,6,15685
1,true,1:6,2,7,11983
1,true,1:6,2,8,8229
1,true,1:6,2,9,5126
1,true,1:6,2,10,3294
1,true,1:6,2,11,2114
1,true,1:6,2,12,1499
1,true,1:6,2,13,1117
1,true,1:6,2,14,843
1,true,1:6,2,15,651
1,true,1:6,2,16,518
1,true,1:6,2,17,445
1,true,1:6,2,18,382
1,true,1:6,2,19,339
1,true,1:6,2,20,310
1,true,1:6,2,21,280
1,true,1:6,2,22,190
1,true,1:6,2,23,197
1,true,1:6,2,24,215
1,true,1:6,2,25,189
1,true,1:6,2,26,174
1,true,1:6,2,27,175
1,true,1:6,2,28,188
1,true,1:6,2,29,167
1,true,1:6,2,30,183
1,true,1:6,2,31,168
1,true,1:6,2,32,167
1,true,1:6,2,33,152
1,true,1:6,2,34,144
1,true,1:6,2,35,181
1,true,1:6,2,36,167
1,true,1:6,2,37,157
1,true,1:6,2,38,170
1,true,1:6,2,39,174
1,true,1:6,2,40,170
1,true,1:6,2,41,158
1,true,1:6,2,42,175
1,true,1:6,2,43,198
1,true,1:6,2,44,179
1,true,1:6,2,45,196
1,true,1:6,2,46,193
1,true,1:6,2,47,219
1,true,1:6,2,48,226
1,true,1:6,2,49,193
1,true,1:6,2,50,203
1,true,1:6,2,51,161
1,true,1:6,2,52,195
1,true,1:6,2,53,180
1,true,1:6,2,54,148
1,true,1:6,2,55,154
1,true,1:6,2,56,150
1,true,1:6,2,57,153
1,true,1:6,2,58,160
1,true,1:6,2,59,170
1,true,1:6,2,60,161
1,true,1:6,2,61,157
1,true,1:6,2,62,161
1,true,1:6,2,63,159
1,true,1:6,2,64,137
1,true,1:6,2,65,126
1,true,1:6,2,66,165
1,true,1:6,2,67,119
1,true,1:6,2,68,121
1,true,1:6,2,69,119
1,true,1:6,2,70,121
1,true,1:6,2,71,110
1,true,1:6,2,72,93
1,true,1:6,2,73,108
1,true,1:6,2,74,109
1,true,1:6,2,75,105
1,true,1:6,2,76,88
1,true,1:6,2,77,64
1,true,1:6,2,78,51
1,true,1:6,2,79,30
1,true,1:6,2,80,47
1,true,1:6,2,81,32
1,true,1:6,2,82,25
1,true,1:6,2,83,26
1,true,1:6,2,84,31
1,true,1:6,2,85,22
1,true,1:6,2,86,13
1,true,1:6,2,87,9
1,true,1:6,2,88,10
1,true,1:6,2,89,9
1,true,1:6,2,90,5
1,true,1:6,2,91,10
1,true,1:6,2,92,6
1,true,1:6,2,93,6
1,true,1:6,2,94,5
1,true,1:6,2,95,8
1,true,1:6,2,96,4
1,true,1:6,2,97,2
1,true,1:6,2,98,5
1,true,1:6,2,99,6
1,true,1:6,2,100,3
2,true,1:6,2,1,0
2,true,1:6,2,2,0
2,true,1:6,2,3,220
2,true,1:6,2,4,5378
2,true,1:6,2,5,13638
2,true,1:6,2,6,16950
2,true,1:6,2,7,13951
2,true,1:6,2,8,9430
2,true,1:6,2,9,5480
2,true,1:6,2,10,3398
2,true,1:6,2,11,2088
2,true,1:6,2,12,1379
2,true,1:6,2,13,942
2,true,1:6,2,14,734
2,true,1:6,2,15,553
2,true,1:6,2,16,420
2,true,1:6,2,17,343
2,true,1:6,2,18,320
2,true,1:6,2,19,250
2,true,1:6,2,20,223
2,true,1:6,2,21,200
2,true,1:6,2,22,177
2,true,1:6,2,23,168
2,true,1:6,2,24,181
2,true,1:6,2,25,177
2,true,1:6,2,26,154
2,true,1:6,2,27,150
2,true,1:6,2,28,166
