client,netrecv_mean,netrecv_std
12,443443.63849765254,437.2323444526354
24,442875.5164319249,65.12403268217462
48,443293.0,447.74963307101524
96,444614.88732394367,202.84815584689846
144,463945.9577464789,444.35455175473743
192,485785.882629108,769.4666862175579
240,504441.3474178403,1052.5379669958124
288,527732.9812206574,11342.605089006754
336,556525.1784037558,33139.945641433245
