client,netrecv_mean,netrecv_std
12,43050118.16431925,384463.2882473407
24,48126258.66197183,118162.32437094039
48,56730165.11267606,17386.860783274034
96,68171733.07981221,198925.9715574357
144,71338193.58215962,457430.30586006487
192,72655046.00938967,301246.1262080553
240,72800850.84037559,258202.77884352705
288,71393670.68544601,200111.10864785194
336,71163098.2112676,230132.3733424128
